year,coc_number,coc_number_and_name,pprn,estimated_ard,bonus,coc_planning,State,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2016,CA-519,"CA-519-CHICO,PARADISE,BUTTE COUNTY",563171,517735,28159,16895,CA,"Chico, Paradise/Butte County CoC",Rural CoCs,574,182,107,0,289,285,440,125,32,0,157,283,134,57,75,132,2,32,15,16,31,1,251.0,45.0,0.0,45.0,206.0,238,32.0,0.0,32,206,13.0,13.0,13.0,0.0,49.0,7.0,15.0,0.0,22.0,27.0,69.0,18.0,15.0,0.0,33.0,36.0,4.0,0.0,4.0,0.0,4.0,0.0,65.0,18.0,11.0,0.0,29.0,36.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,5.0,2.0,3.0,5.0,0.0
2016,CA-520,CA-520-MERCED CITY & COUNTY,859263,712271,42963,25778,CA,Merced City & County CoC,Suburban CoCs,516,80,80,0,160,356,504,76,80,0,156,348,12,4,0,4,8,4,1,0,1,3,224.0,27.0,0.0,27.0,197.0,224,27.0,0.0,27,197,0.0,0.0,0.0,0.0,25.0,4.0,1.0,0.0,5.0,20.0,43.0,3.0,11.0,0.0,14.0,29.0,3.0,0.0,0.0,0.0,0.0,3.0,40.0,3.0,11.0,0.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA-521,"CA-521-DAVIS,WOODLAND,YOLO COUNTY",481693,458394,24085,14451,CA,"Davis, Woodland/Yolo County CoC",Suburban CoCs,532,189,150,0,339,193,322,79,60,0,139,183,210,110,90,200,10,68,36,29,65,3,89.0,45.0,0.0,45.0,44.0,75,31.0,0.0,31,44,14.0,14.0,14.0,0.0,29.0,11.0,2.0,0.0,13.0,16.0,47.0,6.0,10.0,0.0,16.0,31.0,4.0,1.0,0.0,0.0,1.0,3.0,43.0,5.0,10.0,0.0,15.0,28.0,7.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,7.0,0.0,10.0,8.0,2.0,10.0,0.0
2016,CA-522,CA-522-HUMBOLDT COUNTY,541466,798171,39909,23945,CA,Humboldt County CoC,Rural CoCs,1134,118,80,0,198,936,989,48,52,0,100,889,145,70,28,98,47,55,27,8,35,20,377.0,0.0,0.0,0.0,377.0,362,0.0,0.0,0,362,15.0,0.0,0.0,15.0,131.0,0.0,39.0,0.0,39.0,92.0,102.0,5.0,13.0,0.0,18.0,84.0,22.0,5.0,13.0,0.0,18.0,4.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA-523,"CA-523-COLUSA,GLENN,TRINITY COUNTIES",213182,0,10659,6395,CA,"Colusa, Glenn, Trinity Counties CoC",Rural CoCs,115,6,29,0,35,80,71,2,2,0,4,67,44,4,27,31,13,14,1,9,10,4,33.0,3.0,0.0,3.0,30.0,31,1.0,0.0,1,30,2.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2016,CA-524,"CA-524-YUBA CITY & COUNTY,SUTTER COUNTY",471714,0,23586,14151,CA,Yuba City & County/Sutter County CoC,Suburban CoCs,702,106,85,0,191,511,387,64,11,0,75,312,315,42,74,116,199,93,15,20,35,58,233.0,35.0,0.0,35.0,198.0,70,31.0,0.0,31,39,163.0,4.0,4.0,159.0,21.0,1.0,0.0,0.0,1.0,20.0,73.0,7.0,0.0,0.0,7.0,66.0,23.0,1.0,0.0,0.0,1.0,22.0,50.0,6.0,0.0,0.0,6.0,44.0,9.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,8.0,2.0,2.0,4.0,4.0,23.0,4.0,4.0,8.0,15.0
2016,CA-525,CA-525-EL DORADO COUNTY,302760,10556,15138,9083,CA,El Dorado County CoC,Suburban CoCs,269,72,49,0,121,148,192,59,41,0,100,92,77,13,8,21,56,25,4,3,7,18,139.0,48.0,0.0,48.0,91.0,95,45.0,0.0,45,50,44.0,3.0,3.0,41.0,17.0,3.0,3.0,0.0,6.0,11.0,15.0,2.0,8.0,0.0,10.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0,9.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA-526,"CA-526-TUOLUMNE,AMADOR,CALAVERAS,MARIPOSA COUNTIES",429724,301090,21486,12892,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Rural CoCs,632,92,59,0,151,481,509,50,17,0,67,442,123,42,42,84,39,37,13,13,26,11,129.0,3.0,0.0,3.0,126.0,129,3.0,0.0,3,126,0.0,0.0,0.0,0.0,35.0,5.0,9.0,0.0,14.0,21.0,45.0,2.0,1.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,1.0,0.0,3.0,42.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0
2016,CA-527,CA-527-TEHAMA COUNTY,183684,0,9184,5511,CA,Tehama County CoC,Rural CoCs,133,63,10,0,73,60,103,44,4,0,48,55,30,19,6,25,5,9,6,2,8,1,31.0,8.0,0.0,8.0,23.0,29,8.0,0.0,8,21,2.0,0.0,0.0,2.0,16.0,7.0,1.0,0.0,8.0,8.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2016,CA-530,"CA-530-ALPINE,INYO,MONO COUNTIES",103023,0,5151,3091,CA,"Alpine, Inyo, Mono Counties CoC",Rural CoCs,130,0,11,0,11,119,110,0,1,0,1,109,20,0,10,10,10,5,0,2,2,3,33.0,0.0,0.0,0.0,33.0,31,0.0,0.0,0,31,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,7.0,0.0,7.0,7.0,0.0
2016,CA-600,CA-600-LOS ANGELES CITY & COUNTY,63572025,101995691,5099785,1250000,CA,Los Angeles City & County CoC,Major Cities,43854,6010,5048,15,11073,32781,37726,3461,3300,15,6776,30950,6128,2549,1748,4297,1831,2296,839,602,1441,855,13468.0,650.0,10.0,660.0,12808.0,12970,606.0,10.0,616,12354,498.0,44.0,44.0,454.0,2728.0,235.0,1008.0,0.0,1243.0,1485.0,3086.0,243.0,571.0,0.0,814.0,2272.0,125.0,40.0,2.0,0.0,42.0,83.0,2961.0,203.0,569.0,0.0,772.0,2189.0,196.0,36.0,112.0,148.0,48.0,0.0,0.0,0.0,0.0,0.0,196.0,36.0,112.0,148.0,48.0,258.0,52.0,138.0,190.0,68.0
2016,CA-601,CA-601-SAN DIEGO CITY AND COUNTY,14448695,17363919,868196,520918,CA,San Diego City and County CoC,Major Cities,8669,1250,2427,52,3729,4940,6955,806,1439,52,2297,4658,1714,444,988,1432,282,545,141,328,469,76,1417.0,287.0,22.0,309.0,1108.0,1345,236.0,22.0,258,1087,72.0,51.0,51.0,21.0,1156.0,111.0,459.0,14.0,584.0,572.0,830.0,43.0,214.0,0.0,257.0,573.0,145.0,15.0,16.0,0.0,31.0,114.0,685.0,28.0,198.0,0.0,226.0,459.0,82.0,12.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,12.0,70.0,82.0,0.0,106.0,13.0,93.0,106.0,0.0
2016,CA-602,"CA-602-SANTA ANA,ANAHEIM,ORANGE COUNTY",13302922,21703735,1085187,651112,CA,"Santa Ana, Anaheim/Orange County CoC",Suburban CoCs,4319,943,1175,0,2118,2201,3028,545,288,0,833,2195,1291,398,887,1285,6,413,126,285,411,2,716.0,269.0,0.0,269.0,447.0,711,264.0,0.0,264,447,5.0,5.0,5.0,0.0,455.0,45.0,54.0,0.0,99.0,356.0,145.0,30.0,10.0,0.0,40.0,105.0,14.0,12.0,0.0,0.0,12.0,2.0,131.0,18.0,10.0,0.0,28.0,103.0,32.0,11.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,21.0,32.0,0.0,42.0,15.0,27.0,42.0,0.0
2016,CA-603,"CA-603-SANTA MARIA,SANTA BARBARA COUNTY",1760769,1615010,88038,52823,CA,Santa Maria/Santa Barbara County CoC,Suburban CoCs,1813,666,257,0,923,890,1385,440,137,0,577,808,428,226,120,346,82,126,64,39,103,23,453.0,122.0,0.0,122.0,331.0,426,122.0,0.0,122,304,27.0,0.0,0.0,27.0,122.0,22.0,21.0,0.0,43.0,79.0,133.0,58.0,17.0,0.0,75.0,58.0,9.0,6.0,1.0,0.0,7.0,2.0,124.0,52.0,16.0,0.0,68.0,56.0,9.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,9.0,0.0,10.0,1.0,9.0,10.0,0.0
2016,CA-604,"CA-604-BAKERSFIELD,KERN COUNTY",5462510,5390165,273126,163875,CA,Bakersfield/Kern County CoC,Other Urban CoCs,1067,385,176,0,561,506,875,243,138,0,381,494,192,142,38,180,12,71,52,13,65,6,272.0,65.0,0.0,65.0,207.0,254,53.0,0.0,53,201,18.0,12.0,12.0,6.0,99.0,16.0,49.0,0.0,65.0,34.0,89.0,20.0,11.0,0.0,31.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,20.0,11.0,0.0,31.0,58.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,0.0,11.0,9.0,2.0,11.0,0.0
2016,CA-606,CA-606-LONG BEACH,4088787,7312216,365611,219366,CA,Long Beach CoC,Major Cities,2250,405,332,0,737,1513,1908,329,218,0,547,1361,342,76,114,190,152,105,25,37,62,43,838.0,89.0,0.0,89.0,749.0,800,86.0,0.0,86,714,38.0,3.0,3.0,35.0,289.0,17.0,178.0,0.0,195.0,94.0,69.0,19.0,0.0,0.0,19.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,68.0,19.0,0.0,0.0,19.0,49.0,9.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,6.0,3.0,14.0,7.0,4.0,11.0,3.0
2016,CA-607,CA-607-PASADENA,1295691,3084033,154202,92521,CA,Pasadena CoC,Other Urban CoCs,530,100,78,0,178,352,453,71,33,0,104,349,77,29,45,74,3,26,11,14,25,1,201.0,47.0,0.0,47.0,154.0,193,39.0,0.0,39,154,8.0,8.0,8.0,0.0,44.0,9.0,4.0,0.0,13.0,31.0,38.0,3.0,2.0,0.0,5.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,3.0,2.0,0.0,5.0,32.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,0.0
2016,CA-608,CA-608-RIVERSIDE CITY & COUNTY,10530021,9069625,526501,315901,CA,Riverside City & County CoC,Suburban CoCs,2165,557,257,0,814,1351,1900,410,169,0,579,1321,265,147,88,235,30,74,41,23,64,10,378.0,77.0,0.0,77.0,301.0,369,70.0,0.0,70,299,9.0,7.0,7.0,2.0,211.0,35.0,76.0,0.0,111.0,100.0,157.0,50.0,25.0,0.0,75.0,82.0,17.0,16.0,0.0,0.0,16.0,1.0,140.0,34.0,25.0,0.0,59.0,81.0,10.0,4.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,9.0,1.0,13.0,6.0,6.0,12.0,1.0
2016,CA-609,CA-609-SAN BERNARDINO CITY & COUNTY,11220078,9880150,561004,336602,CA,San Bernardino City & County CoC,Suburban CoCs,1887,318,378,0,696,1191,1422,146,151,0,297,1125,465,172,227,399,66,152,57,73,130,22,405.0,20.0,0.0,20.0,385.0,376,16.0,0.0,16,360,29.0,4.0,4.0,25.0,122.0,11.0,18.0,0.0,29.0,93.0,169.0,20.0,26.0,0.0,46.0,123.0,25.0,7.0,0.0,0.0,7.0,18.0,144.0,13.0,26.0,0.0,39.0,105.0,15.0,3.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,9.0,12.0,3.0,25.0,4.0,15.0,19.0,6.0
2016,CA-611,"CA-611-OXNARD,SANBUENAVENTURA,VENTURA COUNTY",3397896,1908656,169895,101937,CA,"Oxnard, San Buenaventura/Ventura County CoC",Other Urban CoCs,1271,306,178,10,494,777,1011,245,108,10,363,648,260,61,70,131,129,62,21,19,40,22,303.0,32.0,10.0,42.0,261.0,296,32.0,10.0,42,254,7.0,0.0,0.0,7.0,78.0,13.0,8.0,0.0,21.0,57.0,78.0,23.0,12.0,0.0,35.0,43.0,10.0,4.0,0.0,0.0,4.0,6.0,68.0,19.0,12.0,0.0,31.0,37.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0
2016,CA-612,CA-612-GLENDALE,1145250,2302719,115136,69082,CA,Glendale CoC,Other Urban CoCs,240,154,31,0,185,55,176,133,0,0,133,43,64,21,31,52,12,24,8,11,19,5,115.0,80.0,0.0,80.0,35.0,95,65.0,0.0,65,30,20.0,15.0,15.0,5.0,10.0,2.0,0.0,0.0,2.0,8.0,6.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,0.0
2016,CA-613,CA-613-IMPERIAL COUNTY,555029,175053,27751,16651,CA,Imperial County CoC,Suburban CoCs,380,79,49,0,128,252,280,28,0,0,28,252,100,51,49,100,0,40,23,17,40,0,60.0,0.0,0.0,0.0,60.0,60,0.0,0.0,0,60,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,11.0,37.0,6.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,0.0,6.0,31.0,13.0,8.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,13.0,0.0,13.0,8.0,5.0,13.0,0.0
2016,CA-614,CA-614-SAN LUIS OBISPO COUNTY,1192328,902328,59616,35770,CA,San Luis Obispo County CoC,Suburban CoCs,1368,145,100,0,245,1123,1200,98,64,0,162,1038,168,47,36,83,85,48,15,11,26,22,418.0,9.0,0.0,9.0,409.0,388,6.0,0.0,6,382,30.0,3.0,3.0,27.0,161.0,40.0,8.0,0.0,48.0,113.0,406.0,15.0,2.0,0.0,17.0,389.0,14.0,0.0,0.0,0.0,0.0,14.0,392.0,15.0,2.0,0.0,17.0,375.0,14.0,3.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,7.0,7.0,14.0,3.0,4.0,7.0,7.0
2016,CO-500,CO-500-COLORADO BALANCE OF STATE,3080102,2778029,154005,92403,CO,Colorado Balance of State CoC,Rural CoCs,3520,958,731,0,1689,1831,2006,678,242,0,920,1086,1514,280,489,769,745,451,90,148,238,213,703.0,182.0,0.0,182.0,521.0,571,167.0,0.0,167,404,132.0,15.0,15.0,117.0,291.0,87.0,46.0,0.0,133.0,158.0,204.0,58.0,17.0,0.0,75.0,129.0,4.0,0.0,0.0,0.0,0.0,4.0,200.0,58.0,17.0,0.0,75.0,125.0,54.0,10.0,25.0,35.0,19.0,1.0,0.0,0.0,0.0,1.0,53.0,10.0,25.0,35.0,18.0,59.0,13.0,24.0,37.0,22.0
2016,CO-503,CO-503-METROPOLITAN DENVER,9996539,23730624,1186531,711919,CO,Metropolitan Denver CoC,Major Cities,5728,2918,1967,46,4931,797,3581,2067,748,46,2861,720,2147,851,1219,2070,77,627,224,380,604,23,739.0,482.0,46.0,528.0,211.0,716,463.0,46.0,509,207,23.0,19.0,19.0,4.0,722.0,151.0,496.0,2.0,649.0,73.0,354.0,168.0,74.0,4.0,246.0,108.0,34.0,16.0,9.0,0.0,25.0,9.0,320.0,152.0,65.0,4.0,221.0,99.0,95.0,15.0,77.0,92.0,3.0,1.0,0.0,1.0,1.0,0.0,94.0,15.0,76.0,91.0,3.0,149.0,31.0,112.0,143.0,6.0
2016,CO-504,"CO-504-COLORADO SPRINGS,EL PASO COUNTY",2155466,2386264,119313,71588,CO,Colorado Springs/El Paso County CoC,Major Cities,1302,591,400,0,991,311,863,482,89,0,571,292,439,109,311,420,19,122,32,85,117,5,387.0,239.0,0.0,239.0,148.0,355,207.0,0.0,207,148,32.0,32.0,32.0,0.0,168.0,93.0,31.0,0.0,124.0,44.0,95.0,51.0,11.0,0.0,62.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,94.0,50.0,11.0,0.0,61.0,33.0,8.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,6.0,2.0,9.0,0.0,7.0,7.0,2.0
2016,CT-503,"CT-503-BRIDGEPORT,STAMFORD,NORWALK,FAIRFIELD COUNTY",3292211,9895520,494776,296866,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",Other Urban CoCs,886,513,217,0,730,156,525,291,78,0,369,156,361,222,139,361,0,120,72,48,120,0,98.0,56.0,0.0,56.0,42.0,83,41.0,0.0,41,42,15.0,15.0,15.0,0.0,53.0,4.0,38.0,0.0,42.0,11.0,28.0,19.0,4.0,0.0,23.0,5.0,7.0,7.0,0.0,0.0,7.0,0.0,21.0,12.0,4.0,0.0,16.0,5.0,12.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,12.0,0.0,17.0,14.0,3.0,17.0,0.0
2016,CT-505,CT-505-CONNECTICUT BALANCE OF STATE,12092853,32598460,1629923,977954,CT,Connecticut Balance of State CoC,Suburban CoCs,3016,1857,642,0,2499,517,2045,1203,331,0,1534,511,971,654,311,965,6,329,218,109,327,2,369.0,226.0,0.0,226.0,143.0,356,213.0,0.0,213,143,13.0,13.0,13.0,0.0,163.0,41.0,90.0,0.0,131.0,32.0,91.0,57.0,17.0,0.0,74.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,90.0,56.0,17.0,0.0,73.0,17.0,49.0,23.0,25.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,23.0,25.0,48.0,1.0,76.0,36.0,39.0,75.0,1.0
2016,DC-500,DC-500-DISTRICT OF COLUMBIA,9955694,20207356,1010368,606221,DC,District of Columbia CoC,Major Cities,8350,6259,1773,0,8032,318,3683,2594,771,0,3365,318,4667,3665,1002,4667,0,1491,1136,355,1491,0,1597.0,1357.0,0.0,1357.0,240.0,1501,1261.0,0.0,1261,240,96.0,96.0,96.0,0.0,350.0,148.0,174.0,0.0,322.0,28.0,211.0,87.0,91.0,0.0,178.0,33.0,10.0,6.0,4.0,0.0,10.0,0.0,201.0,81.0,87.0,0.0,168.0,33.0,527.0,394.0,133.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,394.0,133.0,527.0,0.0,688.0,478.0,210.0,688.0,0.0
2016,DE-500,DE-500-DELAWARE STATEWIDE,3652968,7629178,381459,228875,DE,Delaware Statewide CoC,Suburban CoCs,1070,621,398,0,1019,51,753,454,248,0,702,51,317,167,150,317,0,108,53,55,108,0,74.0,72.0,0.0,72.0,2.0,65,63.0,0.0,63,2,9.0,9.0,9.0,0.0,107.0,55.0,48.0,0.0,103.0,4.0,51.0,29.0,17.0,0.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,29.0,17.0,0.0,46.0,5.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,10.0,0.0,20.0,10.0,10.0,20.0,0.0
2016,FL-500,"FL-500-SARASOTA,BRADENTON,MANATEE,SARASOTA COUNTIES",2509361,796249,125468,75281,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Suburban CoCs,1468,419,385,0,804,664,1219,353,254,0,607,612,249,66,131,197,52,79,24,42,66,13,311.0,42.0,0.0,42.0,269.0,294,39.0,0.0,39,255,17.0,3.0,3.0,14.0,161.0,42.0,57.0,0.0,99.0,62.0,97.0,35.0,35.0,0.0,70.0,27.0,20.0,17.0,1.0,0.0,18.0,2.0,77.0,18.0,34.0,0.0,52.0,25.0,11.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,11.0,0.0,13.0,3.0,10.0,13.0,0.0
2016,FL-501,"FL-501-TAMPA,HILLSBOROUGH COUNTY",6260726,6055045,313036,187822,FL,Tampa/Hillsborough County CoC,Suburban CoCs,1817,631,407,10,1048,769,1284,350,217,10,577,707,533,281,190,471,62,166,90,61,151,15,254.0,59.0,2.0,61.0,193.0,244,51.0,2.0,53,191,10.0,8.0,8.0,2.0,181.0,51.0,51.0,10.0,112.0,69.0,53.0,13.0,5.0,0.0,18.0,35.0,3.0,0.0,0.0,0.0,0.0,3.0,50.0,13.0,5.0,0.0,18.0,32.0,19.0,4.0,15.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,18.0,3.0,15.0,18.0,0.0,28.0,4.0,24.0,28.0,0.0
2016,FL-502,"FL-502-ST.PETERSBURG,CLEARWATER,LARGO,PINELLAS COUNTY",3192292,3920283,196014,117608,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Suburban CoCs,2777,1118,481,39,1638,1139,2383,856,368,39,1263,1120,394,262,113,375,19,143,101,36,137,6,607.0,111.0,30.0,141.0,466.0,603,111.0,30.0,141,462,4.0,0.0,0.0,4.0,380.0,118.0,135.0,16.0,269.0,111.0,127.0,44.0,44.0,1.0,89.0,38.0,34.0,13.0,21.0,0.0,34.0,0.0,93.0,31.0,23.0,1.0,55.0,38.0,14.0,7.0,6.0,13.0,1.0,3.0,0.0,3.0,3.0,0.0,11.0,7.0,3.0,10.0,1.0,23.0,12.0,9.0,21.0,2.0
2016,FL-503,"FL-503-LAKELAND,WINTERHAVEN,POLK COUNTY",2464634,1522617,123232,73939,FL,"Lakeland, Winterhaven/Polk County CoC",Suburban CoCs,635,201,174,0,375,260,417,133,68,0,201,216,218,68,106,174,44,56,19,28,47,9,88.0,20.0,0.0,20.0,68.0,79,14.0,0.0,14,65,9.0,6.0,6.0,3.0,42.0,15.0,5.0,0.0,20.0,22.0,22.0,8.0,4.0,0.0,12.0,10.0,3.0,3.0,0.0,0.0,3.0,0.0,19.0,5.0,4.0,0.0,9.0,10.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,7.0,1.0,3.0,4.0,3.0
2016,FL-504,"FL-504-DAYTONA BEACH,DAYTONA,VOLUSIA,FLAGLER COUNTIES",1729981,1169059,86499,51899,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",Suburban CoCs,1005,233,191,0,424,581,749,176,36,0,212,537,256,57,155,212,44,91,23,53,76,15,210.0,13.0,0.0,13.0,197.0,180,13.0,0.0,13,167,30.0,0.0,0.0,30.0,36.0,13.0,10.0,0.0,23.0,13.0,30.0,18.0,2.0,0.0,20.0,10.0,11.0,11.0,0.0,0.0,11.0,0.0,19.0,7.0,2.0,0.0,9.0,10.0,7.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,6.0,1.0,7.0,2.0,4.0,6.0,1.0
