coc_number,coc_name,year,ard_ard,ard_pprn
IL-508,"East St. Louis, Belleville,St. Clair County",2016,3096889,2064648
IL-508,"East St. Louis, Belleville,St. Clair County",2017,3096862,2121335
IL-508,"East St. Louis, Belleville,St. Clair County",2018,3147676,2268074
IL-508,"East Saint Louis,Belleville,Saint Clair County",2019,3281137,2278439
IL-509,DeKalb City & County,2012,613321,613321
IL-509,DeKalb City & County,2013,594090,
IL-509,DeKalb City & County,2014,628342,212684
IL-509,DeKalb City & County,2015,615714,231875
IL-509,DeKalb City & County,2016,611360,240748
IL-509,DeKalb City & County,2017,568565,273917
IL-509,Dekalb City & County,2018,580973,266009
IL-510,Chicago,2012,51470531,51470531
IL-510,Chicago,2013,57985376,
IL-510,Chicago,2014,55638199,50047861
IL-510,Chicago,2015,60458806,49012705
IL-510,Chicago,2016,62448146,52532834
IL-510,Chicago,2017,63727938,54412238
IL-510,Chicago,2018,67054040,58172441
IL-510,Chicago,2019,70798663,57826275
IL-511,Cook County,2012,9383132,9383132
IL-511,Cook County,2013,11043900,
IL-511,Cook County,2014,10978117,9597547
IL-511,Cook County,2015,11564751,9738053
IL-511,Cook County,2016,11197915,11048780
IL-511,Cook County,2017,11434751,11636046
IL-511,Cook County,2018,11731407,12441144
IL-511,Cook County,2019,12734656,12557377
IL-512,"Bloomington,Central Illinois",2012,1285026,1285026
IL-512,"Bloomington,Central Illinois",2013,1209518,
IL-512,"Bloomington,Central Illinois",2014,1224185,1323082
IL-512,"Bloomington,Central Illinois",2015,1237608,1306414
IL-512,"Bloomington,Central Illinois",2016,1054696,1397828
IL-512,"Bloomington,Central Illinois",2017,950601,1440576
IL-512,"Bloomington,Central Illinois",2018,965449,1533018
IL-512,"Bloomington,Central Illinois",2019,963079,1526543
IL-513,"Springfield,Sangamon County",2012,662215,662215
IL-513,"Springfield,Sangamon County",2013,692516,
IL-513,"Springfield,Sangamon County",2014,517854,389982
IL-513,"Springfield,Sangamon County",2015,507123,399925
IL-513,"Springfield,Sangamon County",2016,445540,419830
IL-513,"Springfield,Sangamon County",2017,438717,443476
IL-513,"Springfield,Sangamon County",2018,415203,485293
IL-513,"Springfield,Sangamon County",2019,401503,526114
IL-514,Dupage County,2012,3958196,3958196
IL-514,Dupage County,2013,4013712,
IL-514,Dupage County,2014,3878399,2271964
IL-514,Dupage County,2015,4109258,2308455
IL-514,Dupage County,2016,4283400,2538457
IL-514,Dupage County,2017,4283400,2611196
IL-514,DuPage County,2018,4526372,2791829
IL-514,Dupage County,2019,4744678,2852120
IL-515,South Central Illinois,2012,969179,969179
IL-515,South Central Illinois,2013,987718,
IL-515,South Central Illinois,2014,1026608,982587
IL-515,South Central Illinois,2015,1024988,975948
IL-515,South Central Illinois,2016,875114,1009161
IL-515,South Central Illinois,2017,871813,1020920
IL-515,South Central Illinois,2018,882109,1095050
IL-515,South Central Illinois,2019,1014736,1101242
IL-516,"Decatur,Macon County",2012,855586,855586
IL-516,"Decatur,Macon County",2013,879491,
IL-516,"Decatur,Macon County",2014,900690,361672
IL-516,"Decatur,Macon County",2015,900738,350861
IL-516,"Decatur,Macon County",2016,767758,380484
IL-516,"Decatur,Macon County",2017,767758,405825
IL-516,"Decatur,Macon County",2018,767758,429810
IL-516,"Decatur,Macon County",2019,846639,426163
IL-517,"Aurora,Elgin,Kane County",2012,1383298,1383298
IL-517,"Aurora,Elgin,Kane County",2013,1471453,
IL-517,"Aurora,Elgin,Kane County",2014,1429049,745315
IL-517,"Aurora, Elgin,Kane County",2015,1512966,830067
IL-517,"Aurora, Elgin,Kane County",2016,1575624,905508
IL-517,"Aurora, Elgin,Kane County",2017,1575564,936658
IL-517,"Aurora, Elgin,Kane County",2018,1718394,1002174
IL-517,"Aurora,Elgin,Kane County",2019,1769946,1804684
IL-518,"Rock Island,Moline,Northwestern Illinois",2012,702806,1643451
IL-518,"Rock Island,Moline,Northwestern Illinois",2013,913310,
IL-518,"Rock Island,Moline,Northwestern Illinois",2014,972427,1836296
IL-518,"Rock Island, Moline,Northwestern Illinois",2015,974443,1855022
IL-518,"Rock Island, Moline,Northwestern Illinois",2016,1004691,1964308
IL-518,"Rock Island,Moline,Northwestern Illinois",2017,943042,2051790
IL-518,"Rock Island, Moline,NorthwesternIllinois",2018,901530,2193659
IL-518,"Rock Island,Moline,Northwestern Illinois",2019,740232,2186987
IL-519,West Central Illinois,2012,600280,600280
IL-519,West Central Illinois,2013,671091,
IL-519,West Central Illinois,2014,637373,588607
IL-519,West Central Illinois,2015,631767,582494
IL-519,West Central Illinois,2016,631767,614466
IL-519,West Central Illinois,2017,631767,632367
IL-519,West Central Illinois,2018,641558,666390
IL-519,West Central Illinois,2019,646796,667158
IL-520,Southern Illinois,2012,939505,1360130
IL-520,Southern Illinois,2013,1033563,
IL-520,Southern Illinois,2014,1037964,1508554
IL-520,Southern Illinois,2015,1034925,1459523
IL-520,Southern Illinois,2016,874423,1536401
IL-520,Southern Illinois,2017,859231,1576544
IL-520,Southern Illinois,2018,810521,1679716
IL-520,Southern Illinois,2019,986766,1658911
IN-500,"South Bend,Mishawaka,St. Joseph County",2012,1613622,1613622
IN-500,"South Bend,Mishawaka,St. Joseph County",2013,1688925,
IN-500,"South Bend,Mishawaka,St. Joseph County",2014,1603371,1804601
IN-500,"South Bend, Mishawaka,St. Joseph County",2015,1652598,1850543
IN-500,"South Bend, Mishawaka,St. Joseph County",2016,1435007,1964137
IN-502,Indiana Balance of State,2012,10460699,13864122
IN-502,Indiana Balance of State,2013,10660499,
IN-502,Indiana Balance of State,2014,9947154,16928823
IN-502,Indiana Balance of State,2015,11477369,16878850
IN-502,Indiana Balance of State,2016,10880755,17852450
IN-502,Indiana Balance of State,2017,13033445,20516062
IN-502,Indiana Balance of State,2018,13545128,21932384
IN-502,Indiana Balance of State,2019,16894778,21618326
IN-503,Indianapolis,2012,3995027,4754336
IN-503,Indianapolis,2013,4318185,
IN-503,Indianapolis,2014,4682177,6077236
IN-503,Indianapolis,2015,4925972,5796989
IN-503,Indianapolis,2016,4765814,6115763
IN-503,Indianapolis,2017,4859253,6360352
IN-503,Indianapolis,2018,5064847,6810441
IN-503,Indianapolis,2019,5370871,6966772
KS-501,"Kansas City,Wyandotte County",2012,1165376,1226746
KS-501,"Kansas City,Wyandotte County",2013,1569806,
KS-501,"Kansas City,Wyandotte County",2014,1508882,1430340
KS-501,"Kansas City,Wyandotte County",2015,1541494,1403885
KS-502,"Wichita,Sedgwick County",2012,2274959,2274959
KS-502,"Wichita,Sedgwick County",2013,2396717,
KS-502,"Wichita,Sedgwick County",2014,2429127,1981286
KS-502,"Wichita,Sedgwick County",2015,2407083,1982088
KS-502,"Wichita,Sedgwick County",2016,2479662,2098029
KS-502,"Wichita,Sedgwick County",2017,2479662,2222639
KS-502,"Wichita,Sedgwick County",2018,2501271,2373156
KS-502,"Wichita,Sedgwick County",2019,2639432,2275662
KS-503,"Topeka,Shawnee County",2012,1905462,1905462
KS-503,"Topeka,Shawnee County",2013,1999337,
KS-503,"Topeka,Shawnee County",2014,1795632,1186285
KS-503,"Topeka,Shawnee County",2015,1808086,1166076
KS-503,"Topeka,Shawnee County",2016,1813668,1269091
KS-503,"Topeka,Shawnee County",2017,1726468,1326875
KS-503,"Topeka,Shawnee County",2018,1883942,1414813
KS-503,"Topeka,Shawnee County",2019,1814908,1416615
KS-505,"Overland Park,Shawnee,Johnson County",2012,440981,440981
KS-505,"Overland Park,Shawnee,Johnson County",2013,568012,
KS-505,"Overland Park,Shawnee,Johnson County",2014,570713,499127
KS-505,"Overland Park, Shawnee,Johnson County",2015,587357,529230
KS-505,"Overland Park, Shawnee,Johnson County",2016,657737,579129
KS-505,"Overland Park,Shawnee,Johnson County",2017,657665,598547
KS-505,"Overland Park, Shawnee,Johnson County",2018,684593,640412
KS-505,"Overland Park,Shawnee,Johnson County",2019,663035,627390
KS-507,Kansas Balance of State,2012,2391164,3125250
KS-507,Kansas Balance of State,2013,2641802,
KS-507,Kansas Balance of State,2014,2842768,3591636
KS-507,Kansas Balance of State,2015,2820840,3598519
KS-507,Kansas Balance of State,2016,2508151,3783922
KS-507,Kansas Balance of State,2017,2481159,3905501
KS-507,Kansas Balance of State,2018,2494555,4114049
KS-507,Kansas Balance of State,2019,2527967,4063745
KY-500,Kentucky Balance of State,2012,8449328,8449328
KY-500,Kentucky Balance of State,2013,8812407,
KY-500,Kentucky Balance of State,2014,8260368,7367804
KY-500,Kentucky Balance of State,2015,8222231,7352208
KY-500,Kentucky Balance of State,2016,7886787,7746621
KY-500,Kentucky Balance of State,2017,8013913,7995628
KY-500,Kentucky Balance of State,2018,8104329,8554030
KY-500,Kentucky Balance of State,2019,10054171,8451147
KY-501,"Louisville,Jefferson County",2012,8741573,8741573
KY-501,"Louisville,Jefferson County",2013,9022172,
KY-501,"Louisville,Jefferson County",2014,8830652,6785795
KY-501,Louisville-Jefferson County,2015,9073921,7001350
KY-501,Louisville-Jefferson County,2016,8941171,7468452
KY-501,Louisville-Jefferson County,2017,9180192,7768501
KY-501,Louisville- Jefferson County,2018,9276353,8305350
KY-501,"Louisville,Jefferson County",2019,9632327,8212244
KY-502,"Lexington,Fayette County",2012,1615522,1615522
KY-502,"Lexington,Fayette County",2013,1567957,
KY-502,"Lexington,Fayette County",2014,1502532,1388289
KY-502,Lexington-Fayette County,2015,1523798,1376008
KY-502,Lexington-Fayette County,2016,1543967,1484369
KY-502,Lexington-Fayette County,2017,1455417,1562144
KY-502,Lexington-Fayette County,2018,1449768,1670098
KY-502,"Lexington,Fayette County",2019,1765174,1688222
LA-500,"Lafayette,Acadiana",2012,2583998,2583998
LA-500,"Lafayette,Acadiana",2013,2745104,
LA-500,"Lafayette,Acadiana",2014,2735010,2040572
LA-500,"Lafayette,Acadiana",2015,2735010,2044293
LA-500,"Lafayette,Acadiana",2016,2392843,2114372
LA-500,"Lafayette,Acadiana",2017,2405853,2119489
LA-500,"Lafayette,Acadiana",2018,2540376,2271708
LA-500,"Lafayette,Acadiana",2019,2764151,2290651
LA-501,"Lake Charles,Southwestern Louisiana",2012,434374,591624
LA-501,"Lake Charles,Southwestern Louisiana",2013,462286,
LA-501,"Lake Charles,Southwestern Louisiana",2014,333394,608871
LA-502,"Shreveport,Bossier,Northwest",2012,3572642,3572642
LA-502,"Shreveport,Bossier,Northwest",2013,3852458,
LA-502,"Shreveport,Bossier,Northwest",2014,3793520,1809917
LA-502,"Shreveport,Bossier,Northwest Louisiana",2015,3979023,1603504
LA-502,"Shreveport,Bossier,Northwest Louisiana",2016,3771327,1624454
LA-502,"hreveport, Bossier,Northwest Louisiana",2017,3771165,1804562
LA-502,"Shreveport, Bossier,NorthwestLouisiana",2018,3925902,1940907
LA-502,"Shreveport,Bossier,Northwest",2019,3892590,1975312
LA-503,"New Orleans,Jefferson Parish",2012,15669996,15669996
LA-503,"New Orleans,Jefferson Parish",2013,16299541,
LA-503,"New Orleans,Jefferson Parish",2014,16565101,9286953
LA-503,"New Orleans,Jefferson Parish",2015,16855982,9457614
LA-503,"New Orleans,Jefferson Parish",2016,17862078,10084689
LA-503,"New Orleans,Jefferson Parish",2017,18388367,10469297
LA-503,"NewOrleans,Jefferson Parish",2018,18524402,11192890
LA-503,"New Orleans,Jefferson Parish",2019,20668410,11125297
LA-504,Baton Rouge,2012,1949878,2501441
LA-504,Baton Rouge,2013,2021839,
LA-504,Baton Rouge,2014,1988926,2785219
LA-504,Baton Rouge,2015,1988926,3094754
LA-504,Baton Rouge,2016,1728880,3226285
LA-505,"Monroe,Northeast Louisiana",2012,1512315,1512315
LA-505,"Monroe,Northeast Louisiana",2013,1507435,
LA-505,"Monroe,Northeast Louisiana",2014,1495347,859317
LA-505,"Monroe,Northeast Louisiana",2015,1491555,721021
LA-505,"Monroe,Northeast Louisiana",2016,1572674,748886
LA-505,"Monroe,Northeast Louisiana",2017,1572674,897812
LA-505,"Monroe,Northeast Louisiana",2018,1609261,971443
LA-505,"Monroe,Northeast Louisiana",2019,1698012,942048
LA-506,"Slidell,Southeast Louisiana",2012,2291284,2291284
LA-506,"Slidell,Southeast Louisiana",2013,2337252,
LA-506,"Slidell,Southeast Louisiana",2014,2223693,979657
LA-506,"Slidell,Southeast Louisiana",2015,2224329,828290
LA-506,"Slidell,Southeast Louisiana",2016,2225145,874855
LA-506,"Slidell,Southeast Louisiana",2017,2165826,1018225
LA-506,"Slidell,Southeast Louisiana",2018,2132851,1071535
LA-506,"Slidell,Southeast Louisiana",2019,2428518,1143298
LA-507,"Alexandria,Central Louisiana",2012,653644,659748
LA-507,"Alexandria,Central Louisiana",2013,677498,
LA-507,"Alexandria,Central Louisiana",2014,732021,694890
LA-507,"Alexandria,Central Louisiana",2015,714271,561051
LA-507,"Alexandria,Central Louisiana",2016,704860,562760
LA-507,"Alexandria,Central Louisiana",2017,698626,680021
LA-507,"Alexandria,Central Louisiana",2018,716695,716901
LA-507,"Alexandria,Central Louisiana",2019,708464,709080
LA-508,"Houma-Terrebonne,Thibodaux",2012,1265052,1265052
LA-508,"Houma-Terrebonne,Thibodaux",2013,1252035,
LA-508,"Houma-Terrebonne,Thibodaux",2014,1188670,714311
LA-508,"Houma-Terrebonne, Thibodaux",2015,1188662,626922
LA-508,"Houma-Terrebonne, Thibodaux",2016,1052820,640527
LA-508,"Houma-Terrebonne, Thibodaux",2017,1052820,716533
LA-509,Louisiana Balance of State,2015,11269813,736923
LA-509,Louisiana Balance of State,2016,11818487,764723
LA-509,Louisiana Balance of State,2017,14377528,3647734
LA-509,Louisiana Balance of State,2018,16272579,4669586
LA-509,Louisiana Balance of State,2019,17880159,4639673
MA-500,Boston,2012,23437672,23437672
MA-500,Boston,2013,24288539,
MA-500,Boston,2014,23756421,11090066
MA-500,Boston,2015,24063154,11032613
MA-500,Boston,2016,22164525,11670318
MA-500,Boston,2017,24083209,12023114
MA-500,Boston,2018,25645902,12853981
MA-500,Boston,2019,28251724,12626955
MA-502,Lynn,2012,2162415,2162415
MA-502,Lynn,2013,2065906,
MA-502,Lynn,2014,1957854,1533352
MA-502,Lynn,2015,1997049,1563615
MA-502,Lynn,2016,1725129,1675738
MA-502,Lynn,2017,1681012,1748172
MA-502,Lynn,2018,1793614,1868981
MA-502,Lynn,2019,1852283,1828279
MA-503,Cape Cod Islands,2012,1648640,1648640
MA-503,Cape Cod Islands,2013,1721681,
MA-503,Cape Cod Islands,2014,1624232,460951
MA-503,Cape Cod Islands,2015,1677647,543886
MA-503,Cape Cod Islands,2016,1661416,565378
MA-503,Cape Cod Islands,2017,1818844,576183
MA-503,Cape Cod Islands,2018,1598108,611617
MA-503,Cape Cod Islands,2019,1804464,597997
MA-504,Springfield,2012,2062798,2854470
MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County",2013,2245706,
MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County",2014,2504506,3534595
MA-504,"Springfield,Hampden County",2015,2557002,3465226
MA-504,"Springfield,Hampden County",2016,3322648,3648128
MA-504,"Springfield,Hampden County",2017,3489092,3750942
MA-504,"Springfield,Hampden County",2018,3623415,3987296
MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County",2019,4019347,3979887
MA-505,New Bedford,2012,1964507,1964507
MA-505,New Bedford,2013,1921095,
MA-505,New Bedford,2014,1920200,1719615
MA-505,New Bedford,2015,1944951,1716257
MA-505,New Bedford,2016,1684939,1804321
MA-505,New Bedford,2017,1684939,1849954
MA-505,New Bedford,2018,1683752,1977797
MA-505,New Bedford,2019,1758917,1927885
MA-506,Worcester City & County,2012,5971863,5971863
MA-506,Worcester City & County,2013,6569388,
MA-506,Worcester City & County,2014,6221840,4125636
MA-506,Worcester City & County,2015,6410028,4173240
MA-506,Worcester City & County,2016,6403065,4418678
MA-506,Worcester City & County,2017,6165272,4659862
MA-506,Worcester City & County,2018,6195279,4996141
MA-506,Worcester City & County,2019,6551627,4953901
MA-507,"Pittsfield,Berkshire County",2012,1469486,1469486
MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties",2013,1607844,
MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties",2014,1604268,1261715
MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties",2015,1602948,1290991
MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties",2016,1526049,1357348
MA-507,"Pittsfield,Berkshire, Franklin,Hampshire Counties",2017,1526049,1446585
MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties",2018,1660103,1541305
MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties",2019,1756048,1551290
MA-508,Lowell,2012,885718,1162043
MA-508,Lowell,2013,858455,
MA-508,Lowell,2014,819588,1348602
MA-508,Lowell,2015,803989,1327428
MA-508,Lowell,2017,808792,1426731
MA-508,Lowell,2018,804106,1525326
MA-508,Lowell,2019,768699,1512048
MA-509,Cambridge,2012,3722632,3722632
MA-509,Cambridge,2013,3838616,
MA-509,Cambridge,2014,3685626,1919665
MA-509,Cambridge,2015,3719124,1772925
MA-509,Cambridge,2016,4053356,1820196
MA-509,Cambridge,2017,4020064,1865337
MA-509,Cambridge,2018,4322638,1994243
MA-509,Cambridge,2019,4571999,1957769
MA-510,"Gloucester,Haverhill,Salem,Essex County",2012,1529290,1529290
MA-510,"Gloucester,Haverhill,Salem,Essex County",2013,1795689,
MA-510,"Gloucester,Haverhill,Salem,Essex County",2014,1777436,1719507
MA-510,"Gloucester, Haverhill, Salem,Essex County",2015,1930208,1768458
MA-510,"Gloucester, Haverhill, Salem,Essex County",2016,1666360,1890981
MA-510,"Gloucester, Haverhill,Salem,Essex County",2017,1665529,1971193
MA-510,"Gloucester,Haverhill, Salem,Essex County",2018,1758097,2122235
MA-510,"Gloucester,Haverhill,Salem,Essex County",2019,1753272,2147015
MA-511,"Quincy,Weymouth",2012,3385881,3385881
MA-511,"Quincy,Weymouth",2013,3524636,
MA-511,"Quincy,Weymouth",2014,3347995,1364615
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County",2015,4529102,2356277
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County",2016,5371633,2462810
MA-511,"Quincy, Brockton, Weymouth,Plymouth City and County",2017,5369740,2543066
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County",2018,5547318,2725675
MA-511,"Quincy,Weymouth",2019,6504341,2714344
MA-512,Lawrence,2012,0,0
MA-513,"Malden,Medford",2012,1779541,1779541
MA-513,"Malden,Medford",2013,1870124,
MA-513,"Malden,Medford",2014,1787453,1497292
MA-515,Fall River,2012,1927824,1927824
MA-515,Fall River,2013,2089989,
MA-515,Fall River,2014,1914465,1719563
MA-515,Fall River,2015,1945917,1765222
MA-515,Fall River,2016,1690979,1884862
MA-515,Fall River,2017,1719028,1965096
MA-515,Fall River,2018,1743743,2100896
MA-515,Fall River,2019,1768888,2115104
MA-516,Massachusetts Balance of State,2012,9090744,9090744
MA-516,Massachusetts Balance of State,2013,10101352,
MA-516,Massachusetts Balance of State,2014,9410663,3363225
MA-516,Massachusetts Balance of State,2015,11289698,4779364
MA-516,Massachusetts Balance of State,2016,9900375,5394848
MA-516,Massachusetts Balance of State,2017,11558955,7507760
MA-516,Massachusetts Balance of State,2018,12443331,8026251
MA-516,Massachusetts Balance of State (B0S),2019,12242454,8122703
MA-517,Somerville,2012,2296617,2296617
MA-517,Somerville,2013,2334299,
MA-517,Somerville,2014,2086713,1955535
MA-517,Somerville,2015,2099681,1867653
MA-517,Somerville,2016,1925107,1916373
MA-517,Somerville,2017,1774503,1991551
MA-517,Somerville,2018,1861279,2129419
MA-517,Somerville,2019,1896636,2110060
MA-518,"Brookline,Newton",2012,1545601,1567129
MA-518,"Brookline,Newton",2013,1502810,
MA-518,"Brookline,Newton",2014,1505707,1942185
MA-518,"Brookline, Newton",2015,1517832,2001537
MA-518,"Brookline, Newton",2016,1416700,2993947
MA-519,"Attleboro,Taunton,Bristol County",2012,875921,875921
MA-519,"Attleboro,Taunton,Bristol County",2013,969908,
MA-519,"Attleboro,Taunton,Bristol County",2014,921412,725743
MA-519,"Attleboro, Taunton,Bristol County",2015,913529,729992
MA-519,"Attleboro, Taunton,Bristol County",2016,791738,772120
MA-519,"Attleboro, Taunton,Bristol County",2017,775196,810198
MA-519,"Attleboro,Taunton,Bristol County",2018,785012,873756
MA-519,"Attleboro,Taunton,Bristol County",2019,794777,901970
MA-520,"Brockton,Plymouth City & County",2012,1076510,1076510
MA-520,"Brockton,Plymouth City & County",2013,1089607,
MA-520,"Brockton,Plymouth City & County",2014,1090574,977384
MD-500,"Cumberland,Allegany County",2012,790706,790706
MD-500,"Cumberland,Allegany County",2013,835112,
MD-500,"Cumberland,Allegany County",2014,805339,300860
MD-500,"Cumberland,Allegany County",2015,809617,301071
MD-500,"Cumberland,Allegany County",2016,699622,323891
MD-500,"Cumberland,Allegany County",2017,650648,337926
MD-500,"Cumberland,Allegany County",2018,661652,359717
MD-500,"Cumberland,Allegany County",2019,668444,350900
MD-501,Baltimore City,2012,22953876,22953876
MD-501,Baltimore City,2013,22817496,
MD-501,Baltimore City,2014,21742759,12427595
MD-501,Baltimore,2015,21554805,12681731
MD-501,Baltimore,2016,20031494,13593788
MD-501,Baltimore,2017,20505225,14390095
MD-501,Baltimore,2018,20831889,15384534
MD-501,Baltimore City,2019,22766097,15694811
MD-502,Harford County,2012,859859,859859
MD-502,Harford County,2013,866786,
MD-502,Harford County,2014,823199,218125
MD-502,Harford County,2015,798045,231837
MD-502,Harford County,2016,903189,254991
MD-502,Harford County,2017,893691,257768
MD-502,Harford County,2018,917958,275798
MD-502,Harford County,2019,900880,283731
MD-503,"Annapolis,Anne Arundel County",2012,2334646,2334646
MD-503,"Annapolis,Anne Arundel County",2013,2360240,
MD-503,"Annapolis,Anne Arundel County",2014,2443434,1273678
MD-503,"Annapolis,Anne Arundel County",2015,2421090,1258219
MD-503,"Annapolis,Anne Arundel County",2016,2133878,1367888
MD-503,"Annapolis,Anne Arundel County",2017,2239362,1437984
MD-503,"Annapolis,Anne Arundel County",2018,2353435,1537414
MD-503,"Annapolis,Anne Arundel County",2019,2402691,1509428
MD-504,Howard County,2012,923234,923234
MD-504,Howard County,2013,903647,
MD-504,Howard County,2014,898169,227736
MD-504,Howard County,2015,902207,249380
MD-504,Howard County,2016,762534,268418
MD-504,Howard County,2017,762534,285922
MD-504,Howard County,2018,768634,305921
MD-504,Howard County,2019,786514,337311
MD-505,Baltimore County,2012,2565469,2565469
MD-505,Baltimore County,2013,2532828,
MD-505,Baltimore County,2014,2615895,2516664
MD-505,Baltimore County,2015,2600823,2478070
MD-505,Baltimore County,2016,2688366,2628988
MD-505,Baltimore County,2017,2688366,2715403
MD-505,Baltimore County,2018,2794107,2903053
MD-505,Baltimore County,2019,2917756,2975492
MD-506,Carroll County,2012,410542,410542
MD-506,Carroll County,2013,402156,
MD-506,Carroll County,2014,376016,175655
MD-506,Carroll County,2015,366612,183999
MD-506,Carroll County,2016,379081,190654
MD-506,Carroll County,2017,379081,199566
MD-506,Carroll County,2018,394953,213110
MD-506,Carroll County,2019,402670,213309
MD-507,Cecil County,2012,286064,286064
MD-507,Cecil County,2013,292854,
MD-507,Cecil County,2014,256973,136252
MD-507,Cecil County,2015,261510,150750
MD-507,Cecil County,2016,244476,152318
MD-507,Cecil County,2017,244476,157045
MD-507,Cecil County,2018,244872,175448
MD-507,Cecil County,2019,255444,162658
MD-508,"Charles, Calvert, St.Mary's Counties",2012,2207685,2207685
MD-508,"Charles, Calvert, St.Mary's Counties",2013,2230578,
MD-508,"Charles, Calvert, St.Mary's Counties",2014,2297708,388444
MD-508,"Charles, Calvert, St.Mary's Counties",2015,2305863,373384
MD-508,"Charles, Calvert, St.Mary's Counties",2016,2452371,398939
MD-508,"Charles, Calvert, St.Mary's Counties",2017,2574990,427976
MD-508,"Charles, Calvert, St. Mary's Counties",2018,2750403,457615
MD-508,"Charles, Calvert, St.Mary's Counties",2019,2841450,477006
MD-509,Frederick City & County,2012,681039,681039
MD-509,Frederick City & County,2013,636146,
MD-509,Frederick City & County,2014,606700,234918
MD-509,Frederick City & County,2015,601950,253355
MD-509,Frederick City & County,2016,551706,273069
MD-509,Frederick City & County,2017,551706,283614
MD-509,Frederick City & County,2018,581619,307284
MD-509,Frederick City & County,2019,620588,318795
MD-510,Garrett County,2012,260508,260508
MD-510,Garrett County,2013,302204,
MD-510,Garrett County,2014,300128,62778
MD-510,Garrett County,2015,290612,60179
MD-510,Garrett County,2016,247160,65096
MD-510,Garrett County,2017,229859,64104
MD-510,Garrett County,2018,242699,66978
MD-510,Garrett County,2019,236927,66766
MD-511,Mid-Shore,2012,686101,686101
MD-511,Mid-Shore,2013,772360,
MD-511,Mid-Shore,2014,774013,293158
MD-511,Mid-Shore,2015,758497,304935
MD-511,Mid-Shore,2016,700725,326634
MD-511,Mid-Shore,2017,666135,344077
MD-511,Mid-Shore,2018,742947,374017
MD-511,Mid-Shore,2019,724431,370663
MD-512,"Hagerstown,Washington County",2012,563709,563709
MD-512,"Hagerstown,Washington County",2013,548912,
MD-512,"Hagerstown,Washington County",2014,591281,306049
MD-512,"Hagerstown,Washington County",2015,548266,305940
MD-512,"Hagerstown,Washington County",2016,487371,325387
MD-512,"Hagerstown,Washington County",2017,487371,343069
MD-512,"Hagerstown,Washington County",2018,480051,367642
MD-512,"Hagerstown,Washington County",2019,503511,375614
MD-513,"Wicomico,Somerset,Worcester County",2012,1247908,1247908
MD-513,"Wicomico,Somerset,Worcester County",2013,1228249,
MD-513,"Wicomico,Somerset,Worcester County",2014,1139058,307428
MD-513,"Wicomico, Somerset, Worcester Counties",2015,1164438,342755
MD-513,"Wicomico, Somerset, Worcester Counties",2016,1168696,362047
MD-513,"Wicomico, Somerset,Worcester Counties",2017,1196750,372684
MD-513,"Wicomico, Somerset, WorcesterCounties",2018,1213694,385213
MD-513,"Wicomico,Somerset,Worcester County",2019,1279346,362022
MD-600,Prince George's County,2012,4944659,4944659
MD-600,Prince George's County,2013,5141810,
MD-600,Prince George's County,2014,5031919,2984289
MD-600,Prince George's County,2015,5026256,2981352
MD-600,Prince George's County,2016,4793960,3164569
MD-600,Prince George's County,2017,4759953,3406223
MD-600,Prince George's County,2018,5239911,3641651
MD-600,Prince George's County,2019,5660147,3705820
MD-601,Montgomery County,2012,7710434,7710434
MD-601,Montgomery County,2013,7554618,
MD-601,Montgomery County,2014,7528024,2753747
MD-601,Montgomery County,2015,7503916,2852532
MD-601,Montgomery County,2016,8158110,3043952
MD-601,Montgomery County,2017,8288534,3177383
MD-601,Montgomery County,2018,8762940,3397041
MD-601,Montgomery County,2019,8982609,3503565
ME-500,Maine Balance of State,2012,7270810,7270810
ME-500,Maine Balance of State,2013,7670722,
ME-500,Maine Balance of State,2014,8097908,3662420
ME-500,Maine Balance of State,2015,7823650,3712281
ME-500,Maine Balance of State,2016,7946394,3921251
ME-500,Maine Balance of State,2017,11730697,5374362
ME-500,Maine Statewide,2018,12306167,5749120
ME-500,Maine Balance of State,2019,12373012,5663665
ME-502,Portland,2012,3163786,3163786
ME-502,Portland,2013,3335119,
ME-502,Portland,2014,2502991,1175547
ME-502,Portland,2015,3028451,1222088
ME-502,Portland,2016,3241263,1298188
MI-500,Michigan Balance of State,2012,7741334,7741334
MI-500,Michigan Balance of State,2013,8334095,
MI-500,Michigan Balance of State,2014,8148058,5604113
MI-500,Michigan Balance of State,2015,8134759,5640904
MI-500,Michigan Balance of State,2016,8550336,5933151
MI-500,Michigan Balance of State,2017,8616376,6128595
MI-500,Michigan Balance of State,2018,8832530,6592763
MI-500,Michigan Balance of State,2019,9015642,6559906
MI-501,Detroit,2012,22646368,22646368
MI-501,Detroit,2013,24879410,
