coc_number,coc_name,year,ard_ard,ard_pprn
OH-508,"Canton,Massillon,Alliance,Stark County",2014,2253838,2277959
OH-508,"Canton, Massillon, Alliance,Stark County",2015,2321712,2195951
OH-508,"Canton, Massillon, Alliance,Stark County",2016,2606681,2331675
OH-508,"Canton, Massillon,Alliance,Stark County",2017,2662997,2427390
OH-508,"Canton, Massillon, Alliance,StarkCounty",2018,2942080,2595679
OH-508,"Canton,Massillon,Alliance,Stark County",2019,2877067,2585531
OK-500,North Central Oklahoma,2012,256944,511469
OK-500,North Central Oklahoma,2013,364084,
OK-500,North Central Oklahoma,2014,310287,573905
OK-500,North Central Oklahoma,2015,311475,558642
OK-500,North Central Oklahoma,2016,316541,573824
OK-500,North Central Oklahoma,2017,269491,613397
OK-500,North Central Oklahoma,2018,257918,657622
OK-500,North Central Oklahoma,2019,247395,660525
OK-501,"Tulsa City & County,Broken Arrow",2012,2636527,2636527
OK-501,"Tulsa City & County,Broken Arrow",2013,2669484,
OK-501,"Tulsa City & County,Broken Arrow",2014,2631717,2542734
OK-501,Tulsa City & County,2015,2838790,2485662
OK-501,Tulsa City & County,2016,2712652,2588720
OK-501,Tulsa City & County,2017,2530853,2674662
OK-501,Tulsa City & County,2018,3466756,2859778
OK-501,Tulsa City & County,2019,2728209,2820843
OK-502,Oklahoma City,2012,2365250,2551420
OK-502,Oklahoma City,2013,3097628,
OK-502,Oklahoma City,2014,3347159,3029613
OK-502,Oklahoma City,2015,3175109,2942365
OK-502,Oklahoma City,2016,3507094,3132009
OK-502,Oklahoma City,2017,3507138,3289219
OK-502,Oklahoma City,2018,3558289,3516523
OK-502,Oklahoma City,2019,3689899,3592152
OK-503,Oklahoma Balance of State,2012,706624,706624
OK-503,Oklahoma Balance of State,2013,678376,
OK-503,Oklahoma Balance of State,2014,672196,974285
OK-503,Oklahoma Balance of State,2015,672195,955632
OK-503,Oklahoma Balance of State,2016,589828,997457
OK-503,Oklahoma Balance of State,2017,558965,1035886
OK-503,Oklahoma Balance of State,2018,567890,1104272
OK-503,Oklahoma Balance of State,2019,587009,1091935
OK-504,"Norman,Cleveland County",2012,308831,308831
OK-504,"Norman,Cleveland County",2013,362238,
OK-504,"Norman,Cleveland County",2014,346929,292008
OK-504,"Norman,Cleveland County",2015,348554,292894
OK-504,"Norman,Cleveland County",2016,400502,325950
OK-504,"Norman,Cleveland County",2017,396343,333677
OK-504,"Norman,Cleveland County",2018,402933,357904
OK-504,"Norman,Cleveland County",2019,494335,354866
OK-505,Northeast Oklahoma,2012,168713,580956
OK-505,Northeast Oklahoma,2013,314191,
OK-505,Northeast Oklahoma,2014,293926,697627
OK-505,Northeast Oklahoma,2015,336612,702498
OK-505,Northeast Oklahoma,2016,343114,715011
OK-505,Northeast Oklahoma,2017,343114,728813
OK-505,Northeast Oklahoma,2018,352044,791537
OK-505,Northeast Oklahoma,2019,359010,798631
OK-506,Southwest Oklahoma,2012,120788,592927
OK-506,Southwest Oklahoma,2013,119699,
OK-506,Southwest Oklahoma,2014,112118,667755
OK-506,Southwest Oklahoma,2015,113714,651148
OK-506,Southwest Oklahoma,2016,116234,671215
OK-506,Southwest Oklahoma,2017,108098,694261
OK-506,Southwest Oklahoma,2018,117578,695492
OK-506,Southwest Oklahoma,2019,120854,685564
OK-507,Southeastern Oklahoma,2012,124781,807794
OK-507,Southeastern Oklahoma,2013,129109,
OK-507,Southeastern Oklahoma,2014,122654,876821
OK-507,Southeastern Oklahoma,2015,124512,863526
OK-507,Southeastern Oklahoma,2016,123186,902424
OK-507,Southeastern Oklahoma,2017,114563,924063
OK-507,Southeastern Oklahoma,2018,116835,984128
OK-507,Southeastern Oklahoma,2019,119955,977271
OR-500,"Eugene,Springfield,Lane County",2012,2695674,2695674
OR-500,"Eugene,Springfield,Lane County",2013,2735549,
OR-500,"Eugene,Springfield,Lane County",2014,2725549,613118
OR-500,"Eugene, Springfield,Lane County",2015,2725129,623077
OR-500,"Eugene, Springfield,Lane County",2016,3279456,675071
OR-500,"Eugene, Springfield,Lane County",2017,3279447,713484
OR-500,"Eugene, Springfield,Lane County",2018,3363526,768403
OR-500,"Eugene, Springfield,Lane County",2019,3507606,769135
OR-501,"Portland,Gresham,Multnomah County",2012,13063082,13063082
OR-501,"Portland,Gresham,Multnomah County",2013,13221634,
OR-501,"Portland,Gresham,Multnomah County",2014,13132035,5656798
OR-501,"Portland, Gresham,Multnomah County",2015,15314498,5645016
OR-501,"Portland, Gresham,Multnomah County",2016,18659034,5968903
OR-501,"Portland, Gresham,Multnomah County",2017,21090067,6163245
OR-501,"Portland, Gresham,MultnomahCounty",2018,22269997,6589429
OR-501,"Portland, Gresham,Multnomah County",2019,23616254,6656376
OR-502,"Medford,Ashland,Jackson County",2012,331458,331458
OR-502,"Medford,Ashland,Jackson County",2013,333532,
OR-502,"Medford,Ashland,Jackson County",2014,318401,356040
OR-502,"Medford, Ashland,Jackson County",2015,319469,368006
OR-502,"Medford, Ashland,Jackson County",2016,271902,408071
OR-502,"Medford, Ashland,Jackson County",2017,252869,428367
OR-502,"Medford, Ashland,Jackson County",2018,244882,458101
OR-502,"Medford, Ashland,Jackson County",2019,233310,475631
OR-503,Central Oregon,2012,535774,535774
OR-503,Central Oregon,2013,537101,
OR-503,Central Oregon,2014,526457,289264
OR-503,Central Oregon,2015,544337,303992
OR-503,Central Oregon,2016,553505,341353
OR-503,Central Oregon,2017,581180,362961
OR-503,Central Oregon,2018,596396,388283
OR-503,Central Oregon,2019,647600,397852
OR-505,Oregon Balance of State,2012,2830637,2830637
OR-505,Oregon Balance of State,2013,2909557,
OR-505,Oregon Balance of State,2014,3134696,2901955
OR-505,Oregon Balance of State,2015,3125254,2968046
OR-505,Oregon Balance of State,2016,2987686,3184282
OR-505,Oregon Balance of State,2017,3039212,3328390
OR-505,Oregon Balance of State,2018,3065532,3556445
OR-505,Oregon Balance of State,2019,3127226,3547061
OR-506,"Hillsboro,Beaverton,Washington County",2012,2317392,2317392
OR-506,"Hillsboro,Beaverton,Washington County",2013,2615084,
OR-506,"Hillsboro,Beaverton,Washington County",2014,2644497,1596780
OR-506,"Hillsboro, Beaverton,Washington County",2015,2728665,1552157
OR-506,"Hillsboro, Beaverton,Washington County",2016,2937427,1657097
OR-506,"Hillsboro,Beaverton,Washington County",2017,3279139,1735109
OR-506,"Hillsboro, Beaverton,WashingtonCounty",2018,3369507,1855306
OR-506,"Hillsboro,Beaverton,Washington County",2019,3752858,1967055
OR-507,Clackamas County,2012,1665026,1665026
OR-507,Clackamas County,2013,1692208,
OR-507,Clackamas County,2014,1678854,1359890
OR-507,Clackamas County,2015,1696138,1369006
OR-507,Clackamas County,2016,2036506,1448959
OR-507,Clackamas County,2017,2233474,1521787
OR-507,Clackamas County,2018,2353017,1626951
OR-507,Clackamas County,2019,2631284,1633830
PA-500,Philadelphia,2012,30433393,30433393
PA-500,Philadelphia,2013,30524204,
PA-500,Philadelphia,2014,30329547,26700607
PA-500,Philadelphia,2015,31091428,26459227
PA-500,Philadelphia,2016,32631711,28301261
PA-500,Philadelphia,2017,32665825,29238068
PA-500,Philadelphia,2018,32693718,31258589
PA-500,Philadelphia,2019,33893460,31195991
PA-501,"Harrisburg,Dauphin County",2012,1139749,1275053
PA-501,"Harrisburg,Dauphin County",2013,1835983,
PA-501,"Harrisburg,Dauphin County",2014,1589707,1587562
PA-501,"Harrisburg,Dauphin County",2015,1567631,1629469
PA-501,"Harrisburg,Dauphin County",2016,1597865,1695973
PA-501,"Harrisburg,Dauphin County",2017,1635436,1743566
PA-501,"Harrisburg,Dauphin County",2018,1671218,1864343
PA-501,"Harrisburg,Dauphin County",2019,1779727,1818474
PA-502,"Upper Darby,Chester,Haverford,Delaware County",2012,4430621,4430621
PA-502,"Upper Darby,Chester,Haverford,Delaware County",2013,4516879,
PA-502,"Upper Darby,Chester,Haverford,Delaware County",2014,4487225,3627903
PA-502,"Upper Darby, Chester, Haverford,Delaware County",2015,4545572,3677268
PA-502,"Upper Darby, Chester, Haverford,Delaware County",2016,4991996,3920827
PA-502,"Upper Darby, Chester,Haverford,Delaware County",2017,4991996,4071693
PA-502,"Upper Darby, Chester, Haverford,DelawareCounty",2018,4887497,4353501
PA-502,"Upper Darby, Chester, Haverford,Delaware County",2019,5017068,4374063
PA-503,"Wilkes-Barre,Hazleton,Luzerne County",2012,3480778,3550940
PA-503,"Wilkes-Barre,Hazleton,Luzerne County",2013,3546520,
PA-503,"Wilkes-Barre,Hazleton,Luzerne County",2014,3706459,3902974
PA-503,"Wilkes-Barre, Hazleton, Luzerne County",2015,3837881,3829354
PA-503,"Wilkes-Barre, Hazleton, Luzerne County",2016,3880107,4020448
PA-503,"Wilkes-Barre, Hazleton,Luzerne County",2017,3796781,4113174
PA-503,"Wilkes-Barre, Hazleton,Luzerne County",2018,4021709,4397567
PA-503,"Wilkes-Barre, Hazleton, Luzerne County",2019,4129753,4338121
PA-504,"Lower Marion,Norristown,Abington,Montgomery County",2012,2400733,2400733
PA-504,"Lower Marion,Norristown,Abington,Montgomery County",2013,2521408,
PA-504,"Lower Marion,Norristown,Abington,Montgomery County",2014,2501010,2580212
PA-504,"Lower Merion, Norristown, Abington,Montgomery County",2015,2566181,2592064
PA-504,"Lower Merion, Norristown, Abington,Montgomery County",2016,2886837,2782130
PA-504,"Lower Merion, Norristown,Abington,Montgomery County",2017,2886837,2874025
PA-504,"Lower Merion, Norristown, Abington,MontgomeryCounty",2018,2888253,3073192
PA-504,"Lower Marion, Norristown, Abington , Montgomery County",2019,3132415,3107501
PA-505,Chester County,2012,1568418,1568418
PA-505,Chester County,2013,1637664,
PA-505,Chester County,2014,1535120,1458338
PA-505,Chester County,2015,1552316,1505776
PA-505,Chester County,2016,1623354,1646718
PA-505,Chester County,2017,1623354,1721758
PA-505,Chester County,2018,1626834,1840742
PA-505,Chester County,2019,1688042,1877125
PA-506,"Reading,Berks County",2012,2822259,2822259
PA-506,"Reading,Berks County",2013,3059376,
PA-506,"Reading,Berks County",2014,2575144,3076953
PA-506,"Reading,Berks County",2015,2734084,3088918
PA-506,"Reading,Berks County",2016,2768821,3268465
PA-506,"Reading,Berks County",2017,2730814,3371646
PA-506,"Reading,Berks County",2018,2762261,3604647
PA-506,"Reading,Berks County",2019,2825385,3588574
PA-507,"Altoona,Central Pennsylvania",2012,4359007,5096743
PA-507,"Altoona,Central Pennsylvania",2013,5052699,
PA-507,"Altoona,Central Pennsylvania",2014,5567286,5692554
PA-508,"Scranton,Lackawanna County",2012,2491881,2491881
PA-508,"Scranton,Lackawanna County",2013,2631009,
PA-508,"Scranton,Lackawanna County",2014,2529695,2118709
PA-508,"Scranton,Lackawanna County",2015,2583634,2104705
PA-508,"Scranton,Lackawanna County",2016,2510806,2217163
PA-508,"Scranton,Lackawanna County",2017,2510806,2260504
PA-508,"Scranton,Lackawanna County",2018,2683752,2411029
PA-508,"Scranton,Lackawanna County",2019,2826479,2401918
PA-509,"Allentown,Northeast Pennsylvania",2012,5472410,5472410
PA-509,"Allentown,Northeast Pennsylvania",2013,5384887,
PA-509,"Allentown,Northeast Pennsylvania",2014,5334439,4468356
PA-509,Eastern Pennsylvania,2015,9527997,10248951
PA-509,Eastern Pennsylvania,2016,10514395,10933686
PA-509,Eastern Pennsylvania,2017,10898916,11369093
PA-509,Eastern Pennsylvania,2018,11427945,12189442
PA-509,Eastern Pennsylvania,2019,12161105,12028814
PA-510,Lancaster City & County,2012,1405698,2497208
PA-510,Lancaster City & County,2013,2053253,
PA-510,Lancaster City & County,2014,2072453,2724048
PA-510,Lancaster City & County,2015,2034100,2826910
PA-510,Lancaster City & County,2016,2198848,3037863
PA-510,Lancaster City & County,2017,2226290,3167399
PA-510,Lancaster City & County,2018,2296691,3386284
PA-510,Lancaster City & County,2019,2077255,3329144
PA-511,"Bristol,Bensalem,Bucks County",2012,992155,1338773
PA-511,"Bristol,Bensalem,Bucks County",2013,960756,
PA-511,"Bristol,Bensalem,Bucks County",2014,903078,1370297
PA-511,"Bristol, Bensalem,Bucks County",2015,885086,1384950
PA-511,"Bristol, Bensalem,Bucks County",2016,1118627,1439215
PA-511,"Bristol, Bensalem,Bucks County",2017,1152631,1507108
PA-511,"Bristol, Bensalem,Bucks County",2018,1157695,1611438
PA-511,"Bristol, Bensalem,Bucks County",2019,1245611,1760476
PA-512,York City & County,2012,791078,1568283
PA-512,York City & County,2013,1003204,
PA-512,York City & County,2014,992615,1676655
PA-512,York City & County,2015,991967,1650278
PA-512,York City & County,2016,1135337,1763379
PA-512,York City & County,2017,1184032,1827385
PA-512,York City & County,2018,1223485,1953959
PA-512,York City & County,2019,1312086,1963119
PA-600,"Pittsburgh,McKeesport,Penn Hills,Allegheny County",2012,13250890,16375483
PA-600,"Pittsburgh,McKeesport,Penn Hills,Allegheny County",2013,15257804,
PA-600,"Pittsburgh,McKeesport,Penn Hills,Allegheny County",2014,15304835,18241684
PA-600,"Pittsburgh, McKeesport, Penn Hills,Allegheny County",2015,16177008,17665471
PA-600,"Pittsburgh, McKeesport, Penn Hills,Allegheny County",2016,16994468,18764729
PA-600,"Pittsburgh, McKeesport, Penn Hills,Allegheny County",2017,17224974,19464083
PA-600,"Pittsburgh, McKeesport, Penn Hills,Allegheny County",2018,17608688,20809528
PA-600,"Pittsburgh, McKeesport, Penn Hills,Allegheny County",2019,19365923,20733830
PA-601,Southwest Pennsylvania,2012,4965458,5711499
PA-601,Southwest Pennsylvania,2013,5140367,
PA-601,Southwest Pennsylvania,2014,5073332,6101223
PA-601,Western Pennsylvania,2015,8064056,8030756
PA-601,Western Pennsylvania,2016,8613384,8269245
PA-601,Western Pennsylvania,2017,8796824,8543945
PA-601,Western Pennsylvania,2018,9234835,8948560
PA-601,Western Pennsylvania,2019,9625471,9066346
PA-602,Northwest Pennsylvania,2012,2647515,2647515
PA-602,Northwest Pennsylvania,2013,2619134,
PA-602,Northwest Pennsylvania,2014,2690682,2078259
PA-603,Beaver County,2012,1329067,1890387
PA-603,Beaver County,2013,1423779,
PA-603,Beaver County,2014,1595116,2051017
PA-603,Beaver County,2015,1561462,1982556
PA-603,Beaver County,2016,1475518,2108132
PA-603,Beaver County,2017,1284496,2218273
PA-603,Beaver County,2018,1283884,2371569
PA-603,Beaver County,2019,1407225,2370228
PA-605,Erie City & County,2012,2189050,2189050
PA-605,Erie City & County,2013,2271937,
PA-605,Erie City & County,2014,2339166,2274025
PA-605,Erie City & County,2015,2387330,2249163
PA-605,Erie City & County,2016,2128578,2379194
PA-605,Erie City & County,2017,2195814,2477278
PA-605,Erie City & County,2018,2241312,2643688
PA-605,Erie City & County,2019,2181765,2662426
PR-502,Puerto Rico Balance of Commonwealth,2012,12606587,16366708
PR-502,Puerto Rico Balance of Commonwealth,2013,12982985,
PR-502,Puerto Rico Balance of Commonwealth,2014,13233677,14256173
PR-502,Puerto Rico Balance of Commonwealth,2015,13803130,13066145
PR-502,Puerto Rico Balance of Commonwealth,2016,12939815,13299368
PR-502,Puerto Rico Balance of Commonwealth,2017,12658322,13266176
PR-502,Puerto Rico Balance of Commonwealth,2018,13097961,14210809
PR-502,Puerto Rico Balance of Commonwealth,2019,12981645,13696036
PR-503,"South,Southeast Puerto Rico",2012,5176454,16650294
PR-503,"South,Southeast Puerto Rico",2013,6563121,
PR-503,"South,Southeast Puerto Rico",2014,6240250,14529001
PR-503,South-Southeast Puerto Rico,2015,6890750,12780064
PR-503,South-Southeast Puerto Rico,2016,5503674,12736672
PR-503,South-Southeast Puerto Rico,2017,5590093,12417788
PR-503,South-Southeast Puerto Rico,2018,5515253,13488756
PR-503,"South,Southeast Puerto Rico",2019,5614441,12620021
RI-500,Rhode Island Statewide,2012,4916040,5876024
RI-500,Rhode Island Statewide,2013,5032500,
RI-500,Rhode Island Statewide,2014,5040548,7086674
RI-500,Rhode Island Statewide,2015,5219578,7291054
RI-500,Rhode Island Statewide,2016,5592243,7685538
RI-500,Rhode Island Statewide,2017,5870888,7830444
RI-500,Rhode Island Statewide,2018,6023109,8373315
RI-500,Rhode Island Statewide,2019,6911769,8251675
SC-500,"Charleston,Low Country",2012,1320959,1906704
SC-500,"Charleston,Low Country",2013,1588209,
SC-500,"Charleston,Low Country",2014,1565969,2117494
SC-500,"Charleston,Low Country",2015,1653568,2219644
SC-500,"Charleston,Low Country",2016,1650928,2288931
SC-500,"Charleston,Low Country",2017,1650928,2467486
SC-500,"Charleston,Low Country",2018,1705708,2629571
SC-500,"Charleston,Low Country",2019,1874085,2596854
SC-501,"Greenville,Anderson,Spartanburg Upstate",2012,3663664,3663664
SC-501,"Greenville,Anderson,Spartanburg Upstate",2013,3997149,
SC-501,"Greenville,Anderson,Spartanburg Upstate",2014,3804575,3747645
SC-501,"Greenville, Anderson, Spartanburg , Upstate",2015,3737478,3828129
SC-501,"Greenville, Anderson, Spartanburg , Upstate",2016,3679737,4086439
SC-501,"Greenville, Anderson,Spartanburg , Upstate",2017,2866081,4287128
SC-501,"Greenville, Anderson,Spartanburg,Upstate",2018,2805246,4592166
SC-501,"Greenville, Anderson, Spartanburg,Upstate",2019,3025950,4615405
SC-502,"Columbia,Midlands",2012,2311567,2311567
SC-502,"Columbia,Midlands",2013,2761249,
SC-502,"Columbia,Midlands",2014,2970867,2328548
SC-502,"Columbia,Midlands",2015,2886088,2427097
SC-502,"Columbia,Midlands",2016,2719956,2551899
SC-502,"Columbia,Midlands",2017,2897909,2660673
SC-502,"Columbia,Midlands",2018,3101397,2746827
SC-502,"Columbia,Midlands",2019,3036104,3578900
SC-503,"Myrtle Beach,Sumter City & County",2012,1375319,1422883
SC-503,"Myrtle Beach,Sumter City & County",2013,1486883,
SC-503,"Myrtle Beach,Sumter City & County",2014,1494290,1793149
SC-503,"Myrtle Beach, Sumter City & County",2015,1489094,2863517
SC-503,"Myrtle Beach, Sumter City & County",2016,1758130,3029063
SC-503,"Myrtle Beach, Sumter City & County",2017,1827250,3043563
SC-503,"Myrtle Beach, Sumter City & County",2018,1946301,3333732
SC-503,"Myrtle Beach,Sumter City & County",2019,2422889,3082777
SD-500,South Dakota Statewide,2012,1396493,1440954
SD-500,South Dakota Statewide,2013,1420496,
SD-500,South Dakota Statewide,2014,1264664,1664471
SD-500,South Dakota Statewide,2015,1254399,1625647
SD-500,South Dakota Statewide,2016,1196008,1702884
SD-500,South Dakota Statewide,2017,1213008,1762782
SD-500,South Dakota Statewide,2018,1292442,1886077
SD-500,South Dakota Statewide,2019,1259941,1919565
TN-500,"Chattanooga,Southeast Tennessee",2012,2584676,2584676
TN-500,"Chattanooga,Southeast Tennessee",2013,2857074,
TN-500,"Chattanooga,Southeast Tennessee",2014,2814186,1943445
TN-500,"Chattanooga,Southeast Tennessee",2015,2904250,1985597
TN-500,"Chattanooga,Southeast Tennessee",2016,2577519,2109625
TN-500,"Chattanooga,Southeast Tennessee",2017,2512136,2185962
TN-500,"Chattanooga,SoutheastTennessee",2018,2550503,2332732
TN-500,"Chattanooga,Southeast Tennessee",2019,2480262,2225188
TN-501,"Memphis,Shelby County",2012,6398108,6398108
TN-501,"Memphis,Shelby County",2013,5896470,
TN-501,"Memphis,Shelby County",2014,6577897,6398108
TN-501,"Memphis,Shelby County",2015,6827685,4615782
TN-501,"Memphis,Shelby County",2016,6511602,4811744
TN-501,"Memphis,Shelby County",2017,6511603,4901156
TN-501,"Memphis,Shelby County",2018,6557779,5240112
TN-501,"Memphis,Shelby County",2019,6576745,5149998
TN-502,"Knoxville,Knox County",2012,1323486,1323486
TN-502,"Knoxville,Knox County",2013,1361618,
TN-502,"Knoxville,Knox County",2014,1380353,1329795
TN-502,"Knoxville,Knox County",2015,1380353,1179031
TN-502,"Knoxville,Knox County",2016,1401099,1246167
TN-502,"Knoxville,Knox County",2017,1390506,1283665
TN-502,"Knoxville,Knox County",2018,1390722,1372614
TN-502,"Knoxville,Knox County",2019,1412759,1501972
TN-503,Central Tennessee,2012,2063544,2063544
TN-503,Central Tennessee,2013,1917797,
TN-503,Central Tennessee,2014,1836245,1577971
TN-503,Central Tennessee,2015,1867720,1670275
TN-503,Central Tennessee,2016,1763533,1788364
TN-503,Central Tennessee,2017,1763168,1893753
TN-503,Central Tennessee,2018,1783153,2028142
TN-503,Central Tennessee,2019,1809215,1994746
TN-504,"Nashville,Davidson County",2012,3702754,3702754
TN-504,"Nashville,Davidson County",2013,3451383,
TN-504,"Nashville,Davidson County",2014,3438613,2968028
TN-504,Nashville-Davidson County,2015,3490911,3100546
TN-504,Nashville-Davidson County,2016,3253583,3352887
TN-504,Nashville-Davidson County,2017,3045309,3435001
TN-504,Nashville- Davidson County,2018,3107210,3672380
TN-504,"Nashville,Davidson County",2019,3537088,3734279
TN-506,Upper Cumberland,2012,733236,747888
TN-506,Upper Cumberland,2013,745923,
TN-506,Upper Cumberland,2014,740362,971771
TN-506,Upper Cumberland,2015,746237,987013
TN-506,Upper Cumberland,2016,749772,1028021
TN-506,Upper Cumberland,2017,749772,1090037
TN-506,Upper Cumberland,2018,713437,1154586
TN-506,Upper Cumberland,2019,716095,1149617
TN-507,"Jackson,West Tennessee",2012,1627776,1627776
TN-507,"Jackson,West Tennessee",2013,1657468,
TN-507,"Jackson,West Tennessee",2014,1584230,1310859
TN-507,"Jackson,West Tennessee",2015,1640133,1307299
TN-507,"Jackson,West Tennessee",2016,1467666,1348077
TN-507,"Jackson,West Tennessee",2017,1502715,1395641
TN-507,"Jackson,West Tennessee",2018,1467428,1465726
TN-507,"Jackson,West Tennessee",2019,1635655,1478237
TN-509,Appalachian,2012,1321566,1321566
TN-509,Appalachian,2013,1509597,
TN-509,Appalachian,2014,1488410,1005189
TN-509,Appalachian,2015,1553449,999661
TN-509,Appalachian,2016,1484305,1049291
TN-509,Appalachian,2017,1484305,1093911
TN-509,Appalachian,2018,1496330,1158975
TN-509,Appalachian,2019,1645393,1169359
TN-510,"Murfreesboro,Rutherford County",2012,617256,617256
TN-510,"Murfreesboro,Rutherford County",2013,627457,
TN-510,"Murfreesboro,Rutherford County",2014,638646,367440
TN-510,"Murfreesboro,Rutherford County",2015,608808,407046
TN-510,"Murfreesboro,Rutherford County",2016,554745,430098
TN-510,"Murfreesboro,Rutherford County",2017,525674,442584
TN-510,"Murfreesboro,Rutherford County",2018,616756,487236
TN-510,"Murfreesboro,Rutherford County",2019,618021,490054
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2012,195015,916547
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2013,504011,
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2014,479868,1103910
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2015,376900,1169770
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2016,481136,1225816
TN-512,"Morristown,Blount, Sevier,Campbell, Cocke Counties",2017,481136,1283692
TN-512,"Morristown,Blount, Sevier, Campbell, CockeCounties",2018,485154,1413595
TN-512,"Morristown,Blount, Sevier, Campbell, Cocke Counties",2019,496317,1407249
TX-500,"San Antonio,Bexar County",2012,6927686,7389289
TX-500,"San Antonio,Bexar County",2013,7768989,
TX-500,"San Antonio,Bexar County",2014,7594419,8437071
TX-500,"San Antonio,Bexar County",2015,7778385,9148679
TX-500,"San Antonio,Bexar County",2016,8054854,9957968
TX-500,"San Antonio,Bexar County",2017,8355718,10275247
TX-500,"SanAntonio,Bexar County",2018,8867223,10985326
TX-500,"San Antonio,Bexar County",2019,9399583,11089218
TX-501,"Corpus Christi,Nueces County",2012,1012724,1734236
TX-503,"Austin,Travis County",2012,5252686,5252686
TX-503,"Austin,Travis County",2013,5577812,
TX-503,"Austin,Travis County",2014,5582326,4888119
TX-503,"Austin,Travis County",2015,5542258,5006789
TX-503,"Austin,Travis County",2016,5521027,5483730
TX-503,"Austin,Travis County",2017,5521027,5729337
TX-503,"Austin,Travis County",2018,5763762,6125577
TX-503,"Austin,Travis County",2019,9194727,6180904
TX-504,"Victoria,Dewitt, Lavaca,Conzales Counties",2012,313319,439507
TX-600,"Dallas City & County,Irving",2012,15641564,15641564
TX-600,"Dallas City & County,Irving",2013,16506178,
TX-600,"Dallas City & County,Irving",2014,16793178,15230785
TX-600,"Dallas City & County, Irving",2015,16889355,14588072
TX-600,"Dallas City & County, Irving",2016,16122196,15765226
TX-600,"Dallas City & County, Irving",2017,15497863,16389776
TX-600,"Dallas City & County, Irving",2018,15725259,17537363
TX-600,"Dallas City & County,Irving",2019,16036168,17785373
TX-601,"Fort Worth,Arlington,Tarrant County",2012,11443232,11443232
TX-601,"Fort Worth,Arlington,Tarrant County",2013,12092949,
TX-601,"Fort Worth,Arlington,Tarrant County",2014,11610677,8132115
TX-601,"Fort Worth, Arlington,Tarrant County",2015,11231625,8235310
TX-601,"Fort Worth, Arlington,Tarrant County",2016,11091231,8958134
TX-601,"Fort Worth, Arlington,Tarrant County",2017,11196995,9380358
TX-601,"Fort Worth, Arlington,Tarrant County",2018,11923476,10035873
TX-601,"Fort Worth, Arlington,Tarrant County",2019,12948740,10282149
TX-603,El Paso City & County,2012,3020059,4506787
TX-603,El Paso City & County,2013,3054404,
TX-603,El Paso City & County,2014,3028536,5287407
TX-603,El Paso City & County,2015,3062544,4970623
TX-603,El Paso City & County,2016,2611296,5087405
TX-603,El Paso City & County,2017,2611294,5105463
TX-603,El Paso City & County,2018,2474084,5471440
TX-603,El Paso City & County,2019,2934381,5158662
TX-604,"Waco,McLennan County",2012,766759,1267433
TX-604,"Waco,McLennan County",2013,783235,
TX-604,"Waco,McLennan County",2014,1089213,1427062
TX-604,"Waco,McLennan County",2015,1088991,1407156
TX-604,"Waco,McLennan County",2016,936535,1466678
TX-604,"Waco,McLennan County",2017,944312,1545973
TX-604,"Waco,McLennan County",2018,964841,1664116
TX-604,"Waco,McLennan County",2019,993384,1586589
TX-607,Texas Balance of State,2012,3672854,25421233
TX-607,Texas Balance of State,2013,5523023,
TX-607,Texas Balance of State,2014,6985263,33944114
TX-607,Texas Balance of State,2015,7574506,34716507
TX-607,Texas Balance of State,2016,4477481,36406860
TX-607,Texas Balance of State,2017,5460040,35775907
TX-607,Texas Balance of State,2018,5854328,38074522
TX-607,Texas Balance of State,2019,6270551,37682958
TX-611,Amarillo,2012,833488,868423
TX-611,Amarillo,2013,861646,
TX-611,Amarillo,2014,765026,1010751
TX-611,Amarillo,2015,772766,1010708
TX-611,Amarillo,2016,690955,1034990
TX-611,Amarillo,2017,595303,1099725
TX-611,Amarillo,2018,603751,1175723
TX-611,Amarillo,2019,557566,1166735
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2012,0,847750
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2013,352377,
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2014,354753,901070
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2015,357073,894012
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2016,324611,942161
TX-624,"Wichita Falls,Wise, Palo Pinto,Wichita, Archer Counties",2017,301888,1006559
TX-624,"Wichita Falls,Wise, Palo Pinto,Wichita, Archer Counties",2018,306206,1089706
TX-624,"Wichita Falls,Wise, Palo Pinto, Wichita, Archer Counties",2019,312823,1079926
TX-700,"Houston,Harris County",2012,23374843,23374843
TX-700,"Houston,Harris County",2013,23399982,
TX-700,"Houston,Harris County",2014,23972747,26873763
TX-700,"Houston, Pasadena,Harris, Fort Bend Counties",2015,26098976,26193244
TX-700,"Houston, Pasadena,Harris, Fort Bend Counties",2016,31431551,29700065
TX-700,"Houston, Pasadena,Conroe,Harris, Fort Bend, Montgomery,Counties",2017,34396386,31075334
