coc_number,year,giw_hmis_leasing_budget,giw_hmis_rental_assistance_budget,giw_hmis_supportive_services_budget,giw_hmis_operating_budget,giw_hmis_hmis_budget,giw_hmis_administration_budget,giw_hmis_annual_renewal_amount,giw_joint_th_ph_rrh_leasing_budget,giw_joint_th_ph_rrh_rental_assistance_budget,giw_joint_th_ph_rrh_supportive_services_budget,giw_joint_th_ph_rrh_operating_budget,giw_joint_th_ph_rrh_hmis_budget,giw_joint_th_ph_rrh_administration_budget,giw_joint_th_ph_rrh_annual_renewal_amount,giw_ph_leasing_budget,giw_ph_rental_assistance_budget,giw_ph_supportive_services_budget,giw_ph_operating_budget,giw_ph_hmis_budget,giw_ph_administration_budget,giw_ph_annual_renewal_amount,giw_sh_leasing_budget,giw_sh_rental_assistance_budget,giw_sh_supportive_services_budget,giw_sh_operating_budget,giw_sh_hmis_budget,giw_sh_administration_budget,giw_sh_annual_renewal_amount,giw_sso_leasing_budget,giw_sso_rental_assistance_budget,giw_sso_supportive_services_budget,giw_sso_operating_budget,giw_sso_hmis_budget,giw_sso_administration_budget,giw_sso_annual_renewal_amount,giw_sso_non_ce_leasing_budget,giw_sso_non_ce_rental_assistance_budget,giw_sso_non_ce_supportive_services_budget,giw_sso_non_ce_operating_budget,giw_sso_non_ce_hmis_budget,giw_sso_non_ce_administration_budget,giw_sso_non_ce_annual_renewal_amount,giw_th_leasing_budget,giw_th_rental_assistance_budget,giw_th_supportive_services_budget,giw_th_operating_budget,giw_th_hmis_budget,giw_th_administration_budget,giw_th_annual_renewal_amount
MI-505,2018,false,false,false,false,85747,3830,89577,0,0,0,0,0,0,0,735939,416844,372548,45030,0,114270,1684631,0,false,0,0,0,0,0,0,false,100203,0,0,7014,107217,,,,,,,,0,0,62500,55869,0,8285,126654
MI-506,2017,false,false,false,false,93458,6542,100000,0,0,0,0,0,0,0,410206,2151780,1203720,393926,115790,281672,4557094,0,false,0,0,0,0,0,0,false,253442,0,25500,15496,294438,,,,,,,,167490,0,170000,36000,0,25878,399368
MI-506,2018,false,false,false,false,93458,6542,100000,143448,310068,264197,48000,6000,52738,824451,434819,1695648,836995,417561,88290,215879,3689192,0,false,0,0,0,0,0,0,false,449834,0,25500,29243,504577,,,,,,,,167490,0,170000,36000,0,25878,399368
MI-507,2017,false,false,false,false,61934,3096,65030,0,0,0,0,0,0,0,377170,886308,101940,51322,11155,81284,1509179,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,36588,0,49408,9400,0,8844,104240
MI-507,2018,false,false,false,false,61934,3096,65030,0,0,0,0,0,0,0,384714,847596,101940,52348,11155,77901,1475654,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,36588,0,49408,9400,0,8844,104240
MI-508,2017,false,false,false,false,39334,787,40121,0,0,0,0,0,0,0,195924,1461744,383410,64535,0,124015,2229628,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,14400,0,174712,4083,0,13585,206780
MI-508,2018,false,false,false,false,39334,787,40121,0,78660,79730,0,0,10667,169057,195924,1338000,357633,64535,0,117367,2073459,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,14400,0,116895,4083,0,9566,144944
MI-509,2017,false,false,false,false,131007,6327,137334,0,0,0,0,0,0,0,196486,2727564,2043378,72179,0,389943,5429550,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
MI-509,2018,false,false,false,false,131007,6327,137334,0,0,0,0,0,0,0,198451,2746656,2043378,72901,0,389943,5451329,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
MI-510,2017,false,false,false,false,67152,4700,71852,0,0,0,0,0,0,0,0,986112,11100,0,0,58446,1055658,0,false,42949,28750,0,2250,73949,0,false,80600,0,0,5641,86241,,,,,,,,118314,0,260863,96435,0,42862,518474
MI-510,2018,false,false,false,false,67152,4700,71852,0,0,0,0,0,0,0,0,1096896,16980,0,0,61106,1174982,0,false,42949,28750,0,2250,73949,0,false,42607,0,0,2982,45589,,,,,,,,118314,0,260863,96435,0,42862,518474
MI-511,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,17340,74732,581,1100,7046,100799,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
MI-511,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,19476,74732,657,1100,7046,103011,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
