coc_number,coc_name,year
IL-507,"Peoria, Pekin/Fulton,Tazewell, Peoria, Woodford Counties",2014
IL-500,Mchenry County,2014
IL-519,West Central Illinois,2014
IL-518,"Rock Island, Moline/Northwestern Illinois",2014
IL-516,Decatur/Macon County,2014
IL-503,"Champaign, Urbana, Rantoul/Champaign County",2014
IL-514,Dupage County,2014
IL-511,Cook County,2014
IL-504,Madison County,2014
IL-513,Springfield/Sangamon County,2014
IL-517,"Aurora, Elgin/Kane County",2014
IL-506,"Joliet, Bolingbrook/Will County",2014
IL-508,"East St. Louis, Belleville/St. Clair County",2014
IL-501,"Rockford/Winnebago, Boone Counties",2014
IL-509,Dekalb City & County,2014
IN-503,Indianapolis,2014
IN-502,Indiana Balance of State,2014
IN-500,"South Bend, Mishawaka/St. Joseph County",2014
IA-501,Iowa Balance of State,2014
IA-502,Des Moines/Polk County,2014
IA-500,"Sioux City/Dakota, Woodbury Counties",2014
KS-507,Kansas Balance of State,2014
KS-503,Topeka/Shawnee County,2014
MO-604,"Kansas City, Independence, Lee'S Summit/Jackson County",2014
KS-502,Wichita/Sedgwick County,2014
KS-505,"Overland Park, Shawnee/Johnson County",2014
KY-500,Kentucky Balance of State,2014
KY-502,Lexington-Fayette County,2014
KY-501,Louisville-Jefferson County,2014
LA-505,Monroe/Northeast Louisiana,2014
LA-500,Lafayette/Acadiana Regional,2014
LA-503,New Orleans/Jefferson Parish,2014
LA-504,Baton Rouge,2014
LA-509,Louisiana Balance of State,2014
LA-508,"Houma-Terrebonne, Thibodaux",2014
LA-502,"Shreveport, Bossier/Northwest Louisiana",2014
LA-507,Alexandria/Central Louisiana,2014
LA-506,Slidell/Southeast Louisiana,2014
ME-500,Maine Balance of State,2014
ME-502,Portland,2014
MD-500,Cumberland/Allegany County,2014
MD-503,Annapolis/Anne Arundel County,2014
MD-501,Baltimore,2014
MD-505,Baltimore County,2014
MD-508,"Charles, Calvert, St.Mary'S Counties",2014
MD-511,Mid-Shore Regional,2014
MD-506,Carroll County,2014
MD-507,Cecil County,2014
MD-509,Frederick City & County,2014
MD-510,Garrett County,2014
MD-502,Harford County,2014
MD-504,Howard County,2014
MD-601,Montgomery County,2014
MD-513,"Wicomico, Somerset, Worcester Counties",2014
MD-512,Hagerstown/Washington County,2014
MA-506,Worcester City & County,2014
MA-504,Springfield/Hampden County,2014
MA-500,Boston,2014
MA-516,Massachusetts Balance of State,2014
MA-508,Lowell,2014
MA-509,Cambridge,2014
MA-510,"Gloucester, Haverhill, Salem/Essex County",2014
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties",2014
MA-505,New Bedford,2014
MA-519,"Attleboro, Taunton/Bristol County",2014
MA-599,"Ma-510, Ma-516 & Ma-518 Shared Jurisdiction",2014
MA-503,Cape Cod Islands,2014
MA-511,"Quincy, Brockton, Weymouth, Plymouth City And County",2014
MA-518,"Brookline, Newton",2014
MA-515,Fall River,2014
MA-502,Lynn,2014
MA-517,Somerville,2014
MI-514,Battle Creek/Calhoun County,2014
MI-500,Michigan Balance of State,2014
MI-513,"Marquette, Alger Counties",2014
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County",2014
MI-505,Flint/Genesee County,2014
MI-508,"Lansing, East Lansing/Ingham County",2014
MI-517,Jackson City & County,2014
MI-506,"Grand Rapids, Wyoming/Kent County",2014
MI-518,Livingston County,2014
MI-504,"Pontiac, Royal Oak/Oakland County",2014
MI-519,Holland/Ottawa County,2014
MI-501,Detroit,2014
MI-510,Saginaw City & County,2014
MI-507,"Portage, Kalamazoo City & County",2014
MI-503,"St. Clair Shores, Warren/Macomb County",2014
MI-516,"Norton Shores, Muskegon City & County",2014
MI-509,Washtenaw County,2014
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2014
MI-515,Monroe City & County,2014
MI-523,Eaton County,2014
MI-511,Lenawee County,2014
MN-502,Rochester/Southeast Minnesota,2014
MN-509,Duluth/St. Louis County,2014
MN-505,St. Cloud/Central Minnesota,2014
MN-508,Moorhead/West Central Minnesota,2014
MN-506,Northwest Minnesota,2014
MN-500,Minneapolis/Hennepin County,2014
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2014
MN-501,St. Paul/Ramsey County,2014
MN-511,Southwest Minnesota,2014
MN-504,Northeast Minnesota,2014
MS-501,Mississippi Balance of State,2014
MS-503,Gulf Port/Gulf Coast Regional,2014
MS-500,"Jackson/Rankin, Madison Counties",2014
MO-606,Missouri Balance of State,2014
MO-501,St. Louis,2014
MO-500,St. Louis County,2014
MO-602,"Joplin/Jasper, Newton Counties",2014
MO-503,"St. Charles City & County, Lincoln, Warren Counties",2014
MO-600,"Springfield/Greene, Christian, Webster Counties",2014
MO-603,"St. Joseph/Andrew, Buchanan, Dekalb Counties",2014
MT-500,Montana Statewide,2014
NC-500,Winston-Salem/Forsyth County,2014
NC-501,Asheville/Buncombe County,2014
NC-502,Durham City & County,2014
NC-503,North Carolina Balance of State,2014
NC-504,"Greensboro, High Point",2014
NC-505,Charlotte/Mecklenburg County,2014
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties",2014
NC-507,Raleigh/Wake County,2014
NC-509,Gaston/Lincoln/Cleveland,2014
NC-511,Fayetteville/Cumberland County,2014
NC-513,Chapel Hill/Orange County,2014
NC-516,Northwest North Carolina,2014
ND-500,North Dakota Statewide,2014
NE-500,Nebraska Balance of State,2014
NE-501,"Omaha, Council Bluffs",2014
NE-502,Lincoln,2014
NH-500,New Hampshire Balance of State,2014
NH-501,Manchester,2014
NH-502,Nashua/Hillsborough County,2014
NJ-500,Atlantic City & County,2014
NJ-501,Bergen County,2014
NJ-502,Burlington County,2014
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties",2014
NJ-504,Newark/Essex County,2014
NJ-506,"Jersey City, Bayonne/Hudson County",2014
NJ-507,New Brunswick/Middlesex County,2014
NJ-508,Monmouth County,2014
NJ-509,Morris County,2014
NJ-510,Lakewood Township/Ocean County,2014
NJ-511,Paterson/Passaic County,2014
NJ-512,Salem County,2014
NJ-513,Somerset County,2014
NJ-514,Trenton/Mercer County,2014
NJ-515,Elizabeth/Union County,2014
NJ-516,"Warren, Sussex, Hunterdon Counties",2014
NM-500,Albuquerque,2014
NM-501,New Mexico Balance of State,2014
NV-500,Las Vegas/Clark County,2014
NV-501,"Reno, Sparks/Washoe County",2014
NV-502,Nevada Balance of State,2014
NY-500,"Rochester, Irondequoit, Greece/Monroe County",2014
NY-503,Albany City & County,2014
NY-504,Cattaraugus County,2014
NY-505,"Syracuse/Onondaga, Oswego Counties",2014
NY-507,Schenectady City & County,2014
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties",2014
NY-510,Ithaca/Tompkins County,2014
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland Counties",2014
NY-512,Troy/Rensselaer County,2014
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2014
NY-514,"Jamestown, Dunkirk/Chautauqua County",2014
NY-516,Clinton County,2014
NY-518,"Utica, Rome/Oneida, Madison Counties",2014
NY-519,"Columbia, Greene Counties",2014
NY-520,Franklin County,2014
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2014
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties",2014
NY-600,New York City,2014
NY-601,Poughkeepsie/Dutchess County,2014
NY-602,"Newburgh, Middletown/Orange County",2014
NY-603,"Nassau, Suffolk Counties",2014
NY-604,"Yonkers, Mount Vernon/Westchester County",2014
NY-606,Rockland County,2014
NY-607,Sullivan County,2014
NY-608,Kingston/Ulster County,2014
OH-500,Cincinnati/Hamilton County,2014
OH-501,Toledo/Lucas County,2014
OH-502,Cleveland/Cuyahoga County,2014
OH-503,Columbus/Franklin County,2014
OH-504,Youngstown/Mahoning County,2014
OH-505,"Dayton, Kettering/Montgomery County",2014
OH-506,Akron/Summit County,2014
OH-507,Ohio Balance of State,2014
OH-508,"Canton, Massillon, Alliance/Stark County",2014
OK-500,North Central Oklahoma,2014
OK-501,Tulsa City & County,2014
OK-502,Oklahoma City,2014
OK-503,Oklahoma Balance of State,2014
OK-504,Norman/Cleveland County,2014
OK-505,Northeast Oklahoma,2014
OK-506,Southwest Oklahoma Regional,2014
OK-507,Southeastern Oklahoma Regional,2014
OR-500,"Eugene, Springfield/Lane County",2014
OR-501,"Portland, Gresham/Multnomah County",2014
OR-502,"Medford, Ashland/Jackson County",2014
OR-503,Central Oregon,2014
OR-505,Oregon Balance of State,2014
OR-506,"Hillsboro, Beaverton/Washington County",2014
OR-507,Clackamas County,2014
PA-500,Philadelphia,2014
PA-501,Harrisburg/Dauphin County,2014
PA-502,"Upper Darby, Chester, Haverford/Delaware County",2014
PA-503,"Wilkes-Barre, Hazleton/Luzerne County",2014
PA-504,"Lower Merion, Norristown, Abington/Montgomery County",2014
PA-505,Chester County,2014
PA-506,Reading/Berks County,2014
PA-508,Scranton/Lackawanna County,2014
PA-509,Eastern Pennsylvania,2014
PA-510,Lancaster City & County,2014
PA-511,"Bristol, Bensalem/Bucks County",2014
PA-512,York City & County,2014
PA-600,"Pittsburgh, Mckeesport, Penn Hills/Allegheny County",2014
PA-601,Western Pennsylvania,2014
PA-603,Beaver County,2014
PA-605,Erie City & County,2014
PR-502,Puerto Rico Balance of Commonwealth,2014
RI-500,Rhode Island Statewide,2014
SC-500,Charleston/Low Country,2014
SC-501,"Greenville, Anderson, Spartanburg / Upstate",2014
SC-502,Columbia/Midlands,2014
SC-503,"Myrtle Beach, Sumter City & County",2014
SD-500,South Dakota Statewide,2014
TN-500,Chattanooga/Southeast Tennessee,2014
TN-501,Memphis/Shelby County,2014
TN-502,Knoxville/Knox County,2014
TN-503,Central Tennessee,2014
TN-504,Nashville-Davidson County,2014
TN-506,Upper Cumberland,2014
TN-507,Jackson/West Tennessee,2014
TN-509,Appalachian Regional,2014
TN-510,Murfreesboro/Rutherford County,2014
TN-512,"Morristown/Blount, Sevier, Campbell, ke Counties",2014
TX-500,San Antonio/Bexar County,2014
TX-503,Austin/Travis County,2014
TX-600,"Dallas City & County, Irving",2014
TX-601,"Fort Worth, Arlington/Tarrant County",2014
TX-603,El Paso City & County,2014
TX-604,Waco/Mclennan County,2014
TX-607,Texas Balance of State,2014
TX-611,Amarillo,2014
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties",2014
TX-700,"Houston, Pasadena/Harris, Fort Bend Counties",2014
TX-701,"Bryan, College Station/Brazos Valley",2014
UT-500,Salt Lake City & County,2014
UT-503,Utah Balance of State,2014
UT-504,Provo/Mountainland,2014
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties",2014
VA-501,"Norfolk/Chesapeake, Suffolk, Isle Of Wight, Southampton Counties",2014
VA-502,"Roanoke City & County, Salem",2014
VA-503,Virginia Beach,2014
VA-504,Charlottesville,2014
VA-505,"Newport News, Hampton/Virginia Peninsula",2014
VA-507,Portsmouth,2014
VA-508,Lynchburg,2014
VA-513,"Harrisonburg, Winchester/Western Virginia",2014
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties",2014
VA-521,Virginia Balance of State,2014
VA-600,Arlington County,2014
VA-601,Fairfax County,2014
VA-602,Loudoun County,2014
VA-603,Alexandria,2014
VA-604,Prince William County,2014
VT-500,Vermont Balance of State,2014
VT-501,Burlington/Chittenden County,2014
WA-500,Seattle/King County,2014
WA-501,Washington Balance of State,2014
WA-502,Spokane City & County,2014
WA-503,"Tacoma, Lakewood/Pierce County",2014
WA-504,Everett/Snohomish County,2014
WA-507,Yakima City & County,2014
WA-508,Vancouver/Clark County,2014
WI-500,Wisconsin Balance of State,2014
WI-501,Milwaukee City & County,2014
WI-502,Racine City & County,2014
WI-503,Madison/Dane County,2014
WV-500,"Wheeling, Weirton Area",2014
WV-501,"Huntington/Cabell, Wayne Counties",2014
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties",2014
WV-508,West Virginia Balance of State,2014
WY-500,Wyoming Statewide,2014
