year,state,coc_name,coc_number,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort
2017,AK,Anchorage CoC,AK-500,998,131,171,236
2017,AK,Alaska Balance of State CoC,AK-501,272,13,24,34
2017,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,736,205,303,392
2017,AL,Mobile City & County/Baldwin County CoC,AL-501,220,25,44,50
2017,AL,Florence/Northwest Alabama CoC,AL-502,0,0,0,0
2017,AL,Huntsville/North Alabama CoC,AL-503,260,12,17,27
2017,AL,Montgomery City & County CoC,AL-504,469,51,72,98
2017,AL,Tuscaloosa City & County CoC,AL-506,213,7,15,23
2017,AL,Alabama Balance of State CoC,AL-507,8,2,2,4
2017,AR,Little Rock/Central Arkansas CoC,AR-500,766,47,74,130
2017,AR,Fayetteville/Northwest Arkansas CoC,AR-501,124,10,10,16
2017,AR,Arkansas  Balance of State  CoC,AR-503,317,28,35,55
2017,AR,Southeast Arkansas CoC,AR-505,80,12,17,25
2017,AR,Fort Smith CoC,AR-508,115,8,17,21
2017,AZ,Arizona Balance of State CoC,AZ-500,1787,118,178,278
2017,AZ,Tucson/Pima County CoC,AZ-501,2442,394,531,709
2017,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,5657,618,989,1420
2017,CA,San Jose/Santa Clara City & County CoC,CA-500,1598,126,197,261
2017,CA,San Francisco CoC,CA-501,900,51,73,87
2017,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,2321,184,290,433
2017,CA,Sacramento City & County CoC,CA-503,2982,312,456,721
2017,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,930,70,128,182
2017,CA,Richmond/Contra Costa County CoC,CA-505,1120,78,115,178
2017,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,695,46,72,88
2017,CA,Marin County CoC,CA-507,341,42,65,79
2017,CA,Watsonville/Santa Cruz City & County CoC,CA-508,339,10,32,48
2017,CA,Mendocino County CoC,CA-509,107,9,10,16
2017,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,743,63,93,135
2017,CA,Stockton/San Joaquin County CoC,CA-511,910,92,141,194
2017,CA,Daly/San Mateo County CoC,CA-512,1030,82,120,160
2017,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,524,49,79,116
2017,CA,Fresno City & County/Madera County CoC,CA-514,994,71,93,135
2017,CA,"Roseville, Rocklin/Placer, Nevada Counties CoC",CA-515,445,63,97,132
2017,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,1,0,0,0
2017,CA,Napa City & County CoC,CA-517,290,38,71,96
2017,CA,Vallejo/Solano County CoC,CA-518,221,17,28,33
2017,CA,"Chico, Paradise/Butte County CoC",CA-519,301,48,71,104
2017,CA,Merced City & County CoC,CA-520,48,4,7,14
2017,CA,"Davis, Woodland/Yolo County CoC",CA-521,300,26,54,61
2017,CA,Humboldt County CoC,CA-522,366,19,37,86
2017,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,0,0,0,0
2017,CA,Yuba City & County/Sutter County CoC,CA-524,82,3,3,3
2017,CA,El Dorado County CoC,CA-525,40,8,11,13
2017,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,380,12,18,34
2017,CA,Tehama County CoC,CA-527,3,0,0,0
2017,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,31,3,3,3
2017,CA,Los Angeles City & County CoC,CA-600,10120,652,1036,1576
2017,CA,San Diego City and County CoC,CA-601,4962,678,964,1321
2017,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,1976,87,122,202
2017,CA,Santa Maria/Santa Barbara County CoC,CA-603,988,109,153,234
2017,CA,Bakersfield/Kern County CoC,CA-604,1204,127,214,261
2017,CA,Long Beach CoC,CA-606,722,36,47,75
2017,CA,Pasadena CoC,CA-607,266,3,6,15
2017,CA,Riverside City & County CoC,CA-608,2388,232,353,491
2017,CA,San Bernardino City & County CoC,CA-609,2600,197,303,460
2017,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,576,11,24,41
2017,CA,Glendale CoC,CA-612,111,1,2,2
2017,CA,Imperial County CoC,CA-613,321,34,78,95
2017,CA,San Luis Obispo County CoC,CA-614,161,13,20,24
2017,CO,Colorado Balance of State CoC,CO-500,900,68,104,154
2017,CO,Metropolitan Denver CoC,CO-503,4105,660,885,1103
2017,CO,Colorado Springs/El Paso County CoC,CO-504,1276,129,209,276
2017,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",CT-503,1049,81,141,209
2017,CT,Connecticut Balance of State CoC,CT-505,4265,426,667,921
2017,DC,District of Columbia CoC,DC-500,5605,366,603,901
2017,DE,Delaware Statewide CoC,DE-500,1278,131,196,277
2017,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,1073,145,204,258
2017,FL,Tampa/Hillsborough County CoC,FL-501,2139,162,234,364
2017,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,3068,717,901,1090
2017,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,741,67,108,162
2017,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",FL-504,1089,96,114,154
2017,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,370,18,21,37
2017,FL,Tallahassee/Leon County CoC,FL-506,1012,158,231,302
2017,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,2997,319,443,604
2017,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,951,107,161,206
2017,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,585,45,61,80
2017,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,962,42,75,133
2017,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,881,57,95,140
2017,FL,St. Johns County CoC,FL-512,460,33,45,50
2017,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,741,43,76,111
2017,FL,Ocala/Marion County CoC,FL-514,303,8,12,24
2017,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,428,30,48,77
2017,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,0,0,0,0
2017,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,413,178,184,187
2017,FL,Pasco County CoC,FL-519,0,0,0,0
2017,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,544,41,51,67
2017,FL,Miami-Dade County CoC,FL-600,4192,626,862,1129
2017,FL,Ft Lauderdale/Broward County CoC,FL-601,2123,323,459,627
2017,FL,Punta Gorda/Charlotte County CoC,FL-602,733,44,64,89
2017,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,430,63,104,134
2017,FL,Monroe County CoC,FL-604,405,55,88,99
2017,FL,West Palm Beach/Palm Beach County CoC,FL-605,1972,159,241,356
2017,FL,Naples/Collier County CoC,FL-606,84,7,8,9
2017,GA,Atlanta CoC,GA-500,3652,344,546,757
2017,GA,Georgia Balance of State CoC,GA-501,3651,186,314,450
2017,GA,Fulton County CoC,GA-502,879,21,31,50
2017,GA,Athens-Clarke County CoC,GA-503,290,23,39,53
2017,GA,Augusta-Richmond County CoC,GA-504,344,33,44,53
2017,GA,Columbus-Muscogee/Russell County CoC,GA-505,223,19,28,36
2017,GA,Marietta/Cobb County CoC,GA-506,836,41,60,87
2017,GA,Savannah/Chatham County CoC,GA-507,506,76,103,135
2017,GA,DeKalb County CoC,GA-508,452,7,20,49
2017,GU,Guam CoC,GU-500,262,11,23,38
2017,HI,Hawaii Balance of State CoC,HI-500,1697,119,200,296
2017,HI,Honolulu City and County CoC,HI-501,2946,308,474,626
2017,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,169,1,8,8
2017,IA,Iowa Balance of State CoC,IA-501,2693,186,326,493
2017,IA,Des Moines/Polk County CoC,IA-502,1438,159,238,358
2017,ID,Boise/Ada County CoC,ID-500,429,16,27,34
2017,ID,Idaho Balance of State CoC,ID-501,1613,103,172,246
2017,IL,McHenry County CoC,IL-500,140,7,9,15
2017,IL,"Rockford/Winnebago, Boone Counties CoC",IL-501,268,6,15,33
2017,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,605,66,138,172
2017,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,61,15,23,35
2017,IL,Madison County CoC,IL-504,244,7,10,20
2017,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,256,16,35,53
2017,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,364,2,17,41
2017,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,57,1,9,12
2017,IL,Dekalb City & County CoC,IL-509,55,6,13,17
2017,IL,Chicago CoC,IL-510,5852,661,985,1380
2017,IL,Cook County CoC,IL-511,1054,105,139,172
2017,IL,Bloomington/Central Illinois CoC,IL-512,309,20,37,46
2017,IL,Springfield/Sangamon County CoC,IL-513,496,116,134,153
2017,IL,DuPage County CoC,IL-514,444,55,65,77
2017,IL,South Central Illinois CoC,IL-515,252,10,26,29
2017,IL,Decatur/Macon County CoC,IL-516,197,4,7,9
2017,IL,"Aurora, Elgin/Kane County CoC",IL-517,272,44,69,91
2017,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,424,14,20,29
2017,IL,West Central Illinois CoC,IL-519,372,22,44,59
2017,IL,Southern Illinois CoC,IL-520,243,27,41,47
2017,IN,Indiana Balance of State CoC,IN-502,4985,431,666,944
2017,IN,Indianapolis CoC,IN-503,1591,110,184,306
2017,KS,Wichita/Sedgwick County CoC,KS-502,985,100,156,210
2017,KS,Topeka/Shawnee County CoC,KS-503,41,1,2,2
2017,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,30,0,1,4
2017,KS,Kansas Balance of State CoC,KS-507,1778,230,312,375
2017,KY,Kentucky Balance of State CoC,KY-500,2454,193,269,366
2017,KY,Louisville-Jefferson County CoC,KY-501,1467,246,332,413
2017,KY,Lexington-Fayette County CoC,KY-502,820,86,156,208
2017,LA,Lafayette/Acadiana CoC,LA-500,672,41,59,87
2017,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,644,80,124,152
2017,LA,New Orleans/Jefferson Parish CoC,LA-503,2059,58,166,234
2017,LA,Monroe/Northeast Louisiana CoC,LA-505,210,11,16,25
2017,LA,Slidell/Southeast Louisiana CoC,LA-506,189,0,2,7
2017,LA,Alexandria/Central Louisiana CoC,LA-507,310,9,10,16
2017,LA,Louisiana Balance of State CoC,LA-509,272,46,65,91
2017,MA,Boston CoC,MA-500,3220,307,449,571
2017,MA,Lynn CoC,MA-502,463,10,16,19
2017,MA,Cape Cod Islands CoC,MA-503,271,12,19,27
2017,MA,Springfield/Hampden County CoC,MA-504,1355,19,31,90
2017,MA,New Bedford CoC,MA-505,472,17,26,51
2017,MA,Worcester City & County CoC,MA-506,1699,127,193,277
2017,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,633,20,51,85
2017,MA,Lowell CoC,MA-508,270,15,18,29
2017,MA,Cambridge CoC,MA-509,120,3,6,9
2017,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,528,10,21,51
2017,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,858,40,68,91
2017,MA,Fall River CoC,MA-515,529,14,28,45
2017,MA,Massachusetts Balance of State CoC,MA-516,824,15,31,50
2017,MA,Somerville CoC,MA-517,102,1,1,3
2017,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,232,6,7,12
2017,MD,Cumberland/Allegany County CoC,MD-500,99,0,2,6
2017,MD,Baltimore CoC,MD-501,1994,102,183,282
2017,MD,Harford County CoC,MD-502,112,14,15,21
2017,MD,Annapolis/Anne Arundel County CoC,MD-503,397,27,45,71
2017,MD,Howard County CoC,MD-504,252,14,19,41
2017,MD,Baltimore County CoC,MD-505,1349,80,135,231
2017,MD,Carroll County CoC,MD-506,175,10,22,35
2017,MD,Cecil County CoC,MD-507,85,6,6,7
2017,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,373,6,14,34
2017,MD,Frederick City & County CoC,MD-509,74,3,4,8
2017,MD,Garrett County CoC,MD-510,66,4,9,12
2017,MD,Mid-Shore Regional CoC,MD-511,145,14,19,24
2017,MD,Hagerstown/Washington County CoC,MD-512,119,2,5,6
2017,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,512,57,103,130
2017,MD,Prince George's County CoC,MD-600,529,14,22,45
2017,MD,Montgomery County CoC,MD-601,1069,67,116,178
2017,ME,Maine Statewide CoC,ME-500,3314,436,570,727
2017,MI,Michigan Balance of State CoC,MI-500,4552,411,569,800
2017,MI,Detroit CoC,MI-501,2762,665,830,1063
2017,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,616,28,42,49
2017,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,704,74,107,149
2017,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,882,80,105,130
2017,MI,Flint/Genesee County CoC,MI-505,387,72,96,116
2017,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,1614,111,205,328
2017,MI,"Portage, Kalamazoo City & County CoC",MI-507,1508,172,284,411
2017,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,1223,172,330,436
2017,MI,Washtenaw County CoC,MI-509,780,69,106,144
2017,MI,Saginaw City & County CoC,MI-510,827,112,172,217
2017,MI,Lenawee County CoC,MI-511,126,11,18,25
2017,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,377,56,81,96
2017,MI,"Marquette, Alger Counties CoC",MI-513,174,10,14,15
2017,MI,Battle Creek/Calhoun County CoC,MI-514,349,67,95,115
2017,MI,Monroe City & County CoC,MI-515,239,17,32,47
2017,MI,"Norton Shores, Muskegon City & County CoC",MI-516,445,193,237,279
2017,MI,Jackson City & County CoC,MI-517,507,42,67,100
2017,MI,Livingston County CoC,MI-518,211,20,35,51
2017,MI,Holland/Ottawa County CoC,MI-519,736,99,150,231
2017,MI,Eaton County CoC,MI-523,537,15,40,68
2017,MN,Minneapolis/Hennepin County CoC,MN-500,3301,324,508,716
2017,MN,Saint Paul/Ramsey County CoC,MN-501,1263,73,131,190
2017,MN,Rochester/Southeast Minnesota CoC,MN-502,730,23,43,61
2017,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,1274,59,78,123
2017,MN,Northeast Minnesota CoC,MN-504,237,10,18,22
2017,MN,St. Cloud/Central Minnesota CoC,MN-505,743,32,59,110
2017,MN,Northwest Minnesota CoC,MN-506,604,48,74,103
2017,MN,Moorhead/West Central Minnesota CoC,MN-508,381,11,18,32
2017,MN,Duluth/St.Louis County CoC,MN-509,1622,128,206,332
2017,MN,Southwest Minnesota CoC,MN-511,379,14,25,34
2017,MO,St. Louis County CoC,MO-500,380,23,37,45
2017,MO,St.Louis City CoC,MO-501,1246,78,132,214
2017,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,132,14,15,17
2017,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,401,22,30,44
2017,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,380,19,27,52
2017,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1052,315,492,584
2017,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,436,45,75,122
2017,MO,Missouri Balance of State CoC,MO-606,1320,76,107,152
2017,MP,Northern Mariana Islands CoC,MP-500,0,0,0,0
2017,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,293,18,22,33
2017,MS,Mississippi Balance of State CoC,MS-501,924,28,42,84
2017,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,716,7,12,22
2017,MT,Montana Statewide CoC,MT-500,823,6,10,12
2017,NC,Winston-Salem/Forsyth County CoC,NC-500,800,63,87,137
2017,NC,Asheville/Buncombe County CoC,NC-501,819,83,121,230
2017,NC,Durham City & County CoC,NC-502,714,56,72,109
2017,NC,North Carolina Balance of State CoC,NC-503,2900,176,308,428
2017,NC,"Greensboro, High Point CoC",NC-504,1598,135,230,317
2017,NC,Charlotte/Mecklenberg CoC,NC-505,2343,234,343,473
2017,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,444,58,80,111
2017,NC,Raleigh/Wake County CoC,NC-507,1611,172,266,348
2017,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,341,18,22,41
2017,NC,Fayetteville/Cumberland County CoC,NC-511,99,12,19,29
2017,NC,Chapel Hill/Orange County CoC,NC-513,117,4,5,7
2017,NC,Northwest North Carolina CoC,NC-516,115,15,22,26
2017,ND,North Dakota Statewide CoC,ND-500,1324,125,180,242
2017,NE,Nebraska Balance of State CoC,NE-500,1321,119,182,235
2017,NE,"Omaha, Council Bluffs CoC",NE-501,1899,223,384,554
2017,NE,Lincoln CoC,NE-502,630,66,101,145
2017,NH,New Hampshire Balance of State CoC,NH-500,1809,219,287,355
2017,NH,Manchester CoC,NH-501,896,55,70,119
2017,NH,Nashua/Hillsborough County CoC,NH-502,645,29,45,67
2017,NJ,Atlantic City & County CoC,NJ-500,487,24,41,63
2017,NJ,Bergen County CoC,NJ-501,413,24,29,44
2017,NJ,Burlington County CoC,NJ-502,365,7,20,40
2017,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,1759,153,189,243
2017,NJ,Newark/Essex County CoC,NJ-504,2083,67,128,213
2017,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,938,114,154,200
2017,NJ,New Brunswick/Middlesex County CoC,NJ-507,435,6,16,27
2017,NJ,Monmouth County CoC,NJ-508,200,12,17,20
2017,NJ,Morris County CoC,NJ-509,232,19,25,39
2017,NJ,Lakewood Township/Ocean County CoC,NJ-510,69,2,5,9
2017,NJ,Paterson/Passaic County CoC,NJ-511,902,4,19,30
2017,NJ,Salem County CoC,NJ-512,23,1,1,2
2017,NJ,Somerset County CoC,NJ-513,122,0,1,11
2017,NJ,Trenton/Mercer County CoC,NJ-514,1616,45,84,117
2017,NJ,Elizabeth/Union County CoC,NJ-515,759,37,76,122
2017,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,440,29,44,62
2017,NM,Albuquerque CoC,NM-500,1489,122,203,287
2017,NM,New Mexico Balance of State CoC,NM-501,981,78,112,154
2017,NV,Las Vegas/Clark County CoC,NV-500,3950,471,647,916
2017,NV,"Reno, Sparks/Washoe County CoC",NV-501,1438,236,340,431
2017,NV,Nevada Balance of State CoC,NV-502,401,20,24,31
2017,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,2605,228,378,653
2017,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,716,36,50,70
2017,NY,Albany City & County CoC,NY-503,1084,74,131,183
2017,NY,Cattaragus County CoC,NY-504,85,1,5,10
2017,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,2641,359,566,720
2017,NY,Schenectady City & County CoC,NY-507,1059,47,78,119
2017,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,2101,158,285,431
2017,NY,Ithaca/Tompkins County CoC,NY-510,240,8,28,49
2017,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,479,22,36,65
2017,NY,Troy/Rensselaer County CoC,NY-512,631,46,62,110
2017,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,12,0,1,8
2017,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,134,10,11,15
2017,NY,Clinton County CoC,NY-516,349,16,32,43
2017,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,421,6,24,42
2017,NY,"Columbia, Greene Counties CoC",NY-519,39,0,0,0
2017,NY,"Franklin, Essex Counties CoC",NY-520,92,1,7,12
2017,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,635,24,51,90
2017,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,474,47,52,67
2017,NY,New York City CoC,NY-600,39595,4650,6493,9010
2017,NY,Poughkeepsie/Dutchess County CoC,NY-601,532,92,112,134
2017,NY,"Newburgh, Middletown/Orange County CoC",NY-602,712,55,95,190
2017,NY,"Nassau, Suffolk Counties CoC",NY-603,1915,104,174,278
2017,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,1703,81,162,286
2017,NY,Rockland County CoC,NY-606,41,1,5,6
2017,NY,Sullivan County CoC,NY-607,723,44,76,89
2017,NY,Kingston/Ulster County CoC,NY-608,646,72,111,160
2017,OH,Cincinnati/Hamilton County CoC,OH-500,4495,413,680,1049
2017,OH,Toledo/Lucas County CoC,OH-501,1375,76,122,236
2017,OH,Cleveland/Cuyahoga County CoC,OH-502,2625,514,687,900
2017,OH,Columbus/Franklin County CoC,OH-503,5961,550,1036,1655
2017,OH,Youngstown/Mahoning County CoC,OH-504,519,58,83,130
2017,OH,"Dayton, Kettering/Montgomery County CoC",OH-505,2051,205,333,494
2017,OH,"Akron, Barberton/Summit County CoC",OH-506,1113,89,137,210
2017,OH,Ohio Balance of State CoC,OH-507,10837,764,1252,1844
2017,OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,239,11,18,29
2017,OK,North Central Oklahoma CoC,OK-500,300,17,23,38
2017,OK,Tulsa City & County CoC,OK-501,564,48,75,107
2017,OK,Oklahoma City CoC,OK-502,398,28,40,62
2017,OK,Oklahoma Balance of State CoC,OK-503,283,8,16,18
2017,OK,Norman/Cleveland County CoC,OK-504,54,6,8,11
2017,OK,Northeast Oklahoma CoC,OK-505,395,37,48,56
2017,OK,Southwest Oklahoma Regional CoC,OK-506,108,16,18,22
2017,OK,Southeastern Oklahoma Regional CoC,OK-507,688,36,48,83
2017,OR,"Eugene, Springfield/Lane County CoC",OR-500,839,108,148,174
2017,OR,"Portland, Gresham/Multnomah County CoC",OR-501,4518,362,715,1203
2017,OR,"Medford, Ashland/Jackson County CoC",OR-502,523,26,43,56
2017,OR,Central Oregon CoC,OR-503,563,58,90,116
2017,OR,Oregon Balance of State CoC,OR-505,2434,84,141,213
2017,OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,513,20,32,58
2017,OR,Clackamas County CoC,OR-507,211,1,1,7
2017,PA,Philadelphia CoC,PA-500,2951,102,159,220
2017,PA,Harrisburg/Dauphin County CoC,PA-501,420,9,21,51
2017,PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,566,21,34,59
2017,PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,553,120,142,173
2017,PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,775,57,94,160
2017,PA,Chester County CoC,PA-505,1328,127,181,252
2017,PA,Reading/Berks County CoC,PA-506,1354,93,159,227
2017,PA,Scranton/Lackawanna County CoC,PA-508,245,18,28,43
2017,PA,Eastern Pennsylvania CoC,PA-509,2042,130,181,243
2017,PA,Lancaster City & County CoC,PA-510,556,23,37,66
2017,PA,"Bristol, Bensalem/Bucks County CoC",PA-511,368,7,19,44
2017,PA,York City & County CoC,PA-512,819,85,114,185
2017,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,1739,67,93,111
2017,PA,Western Pennsylvania CoC,PA-601,1663,84,141,237
2017,PA,Beaver County CoC,PA-603,203,16,32,48
2017,PA,Erie City & County CoC,PA-605,592,84,115,153
2017,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,744,64,104,127
2017,PR,South-Southeast Puerto Rico CoC,PR-503,733,30,59,92
2017,RI,Rhode Island Statewide CoC,RI-500,1399,137,200,290
2017,SC,Charleston/Low Country CoC,SC-500,693,56,90,124
2017,SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,905,30,53,100
2017,SC,Columbia/Midlands CoC,SC-502,1337,159,242,307
2017,SC,"Myrtle Beach, Sumter City & County CoC",SC-503,1032,67,105,136
2017,SD,South Dakota Statewide CoC,SD-500,463,40,60,89
2017,TN,Chattanooga/Southeast Tennessee CoC,TN-500,548,22,42,78
2017,TN,Memphis/Shelby County CoC,TN-501,1667,95,173,267
2017,TN,Knoxville/Knox County CoC,TN-502,1119,169,211,258
2017,TN,Central Tennessee CoC,TN-503,505,18,28,36
2017,TN,Nashville-Davidson County CoC,TN-504,1526,59,95,121
2017,TN,Upper Cumberland CoC,TN-506,301,4,14,19
2017,TN,Jackson/West Tennessee CoC,TN-507,505,7,9,15
2017,TN,Appalachian Regional CoC,TN-509,400,23,35,47
2017,TN,Murfreesboro/Rutherford County CoC,TN-510,70,5,14,18
2017,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,269,2,8,17
2017,TX,San Antonio/Bexar County CoC,TX-500,3148,375,553,774
2017,TX,Austin/Travis County CoC,TX-503,1445,114,165,249
2017,TX,"Dallas City & County, Irving CoC",TX-600,4066,306,456,682
2017,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,1678,129,209,324
2017,TX,El Paso City & County CoC,TX-603,901,66,119,191
2017,TX,Waco/McLennan County CoC,TX-604,159,11,15,21
2017,TX,Texas Balance of State CoC,TX-607,2798,206,322,449
2017,TX,Amarillo CoC,TX-611,0,0,0,0
2017,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,33,0,2,4
2017,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,3681,353,544,785
2017,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,212,12,15,31
2017,UT,Salt Lake City & County CoC,UT-500,2567,524,792,1007
2017,UT,Utah Balance of State CoC,UT-503,1744,212,308,421
2017,UT,Provo/Mountainland CoC,UT-504,544,116,160,210
2017,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,1594,189,322,416
2017,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,930,28,43,85
2017,VA,"Roanoke City & County, Salem CoC",VA-502,382,38,81,122
2017,VA,Virginia Beach CoC,VA-503,549,25,50,77
2017,VA,Charlottesville CoC,VA-504,159,22,40,46
2017,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,679,37,57,73
2017,VA,Portsmouth CoC,VA-507,0,0,0,0
2017,VA,Lynchburg CoC,VA-508,350,18,41,65
2017,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,297,11,34,42
2017,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,400,47,57,77
2017,VA,Virginia Balance of State CoC,VA-521,1446,66,128,187
2017,VA,Arlington County CoC,VA-600,307,19,27,48
2017,VA,Fairfax County CoC,VA-601,1713,191,305,440
2017,VA,Loudoun County CoC,VA-602,517,25,43,56
2017,VA,Alexandria CoC,VA-603,353,29,41,54
2017,VA,Prince William County CoC,VA-604,680,47,85,143
2017,VI,Virgin Islands CoC,VI-500,43,4,6,9
2017,VT,Vermont Balance of State CoC,VT-500,959,58,101,137
2017,VT,Burlington/Chittenden County CoC,VT-501,170,9,18,35
2017,WA,Seattle/King County CoC,WA-500,4891,285,443,667
2017,WA,Washington Balance of State CoC,WA-501,6949,348,539,783
2017,WA,Spokane City & County CoC,WA-502,2213,103,195,323
2017,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,2228,124,204,301
2017,WA,Everett/Snohomish County CoC,WA-504,1730,78,103,146
2017,WA,Vancouver/Clark County CoC,WA-508,767,79,123,157
